<<<<<<< HEAD
<<<<<<< HEAD
﻿整租 | 租房 龙华清湖双地铁 ，全新家具拎包入住，有全新公共,弓村二区,3060,https://sz.58.com/zufang/45364952983707x.shtml,经度,纬度
整租 | 中房公寓靠近公交站台 出行方便 周边配套设施齐全 生,金鹤新城中房公寓,5500,https://sh.58.com/zufang/44455087107080x.shtml,121.473701,31.230416
整租 | 金运路地铁口，整租一室户，天然气厨卫，手机实拍，近华,泰宸沙河茗苑,2300,https://sh.58.com/zufang/44732679492121x.shtml,121.473701,31.230416
整租 | 永翔佳苑(东区) 1室 1厅1卫,永翔佳苑(东区),1480,https://sh.58.com/zufang/44722024638853x.shtml,121.473701,31.230416
单间 | 中信泰富 可短租 押一付一地铁口好房 万达广场对面,中信泰富又一城(一期),1050,https://sh.58.com/hezu/44583097467028x.shtml,121.473701,31.230416
整租 | 精装大两房  南北通透户型方正 高性价比 就一套手慢,玉兰三村,2200,https://sh.58.com/zufang/44512208596742x.shtml,121.473701,31.230416
整租 | 安亭财富广场(南楼) 1室1厅1卫,安亭财富广场(南楼),1200,https://sh.58.com/zufang/44698098459658x.shtml,121.473701,31.230416
整租 | 13号线地铁口300米 配套齐全  低于市场价 来电,澜茵华庭(东区),5000,https://sh.58.com/zufang/44588571867280x.shtml,121.473701,31.230416
整租 | 安亭地铁口，成熟小区，配套齐全，精装复式，一室一厅可,V6时代,1380,https://sh.58.com/zufang/44654254288395x.shtml,121.473701,31.230416
整租 | 近邻嘉定新城站万达广场精装修小区环境优美诚意出租,龙湖郦城(商住楼),2700,https://sh.58.com/zufang/44499245427480x.shtml,121.473701,31.230416
单间 | 绿地新江桥城(南区) 4室1厅1卫 次卧 西,绿地新江桥城(南区),1600,https://sh.58.com/hezu/44699882886148x.shtml,121.473701,31.230416
整租 | 嘉定万达，马陆大融城，南翔商圈，整租一室户，可月付，,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44599543673732x.shtml,121.473701,31.230416
整租 | 紧邻万达及13号线，小区安静 环境优美 装修两室 可,绿地新江桥城(南区),3500,https://sh.58.com/zufang/44669104469415x.shtml,121.473701,31.230416
整租 | 刚退租房源，近轻纺市场丰庄茶城精装两房居家装修，价格,嘉美坊,4200,https://sh.58.com/zufang/44732991750824x.shtml,121.473701,31.230416
单间 | 泰翔嘉苑 4室1厅2卫 主卧 南,泰翔嘉苑,1800,https://sh.58.com/hezu/44732807575076x.shtml,121.473701,31.230416
整租 | 合景峰汇 精装两房 现代化装修 靠近宝龙 远香湖 交,合景峰汇,3200,https://sh.58.com/zufang/44744302118308x.shtml,121.473701,31.230416
整租 | 近地铁，精装联排别墅，周边设备齐全，居家的不二选择，,白金果岭(别墅),18800,https://sh.58.com/zufang/44734358753556x.shtml,121.473701,31.230416
单间 | 出租放心，求租安心 省时省力又放心 绝无虚假 真实价,日月光伯爵天地城市华庭,1200,https://sh.58.com/hezu/44665943528866x.shtml,121.473701,31.230416
单间 | 金沙缘圆宝邸 1室0厅1卫 次卧 东北,金沙缘圆宝邸,1500,https://sh.58.com/hezu/44614968528402x.shtml,121.473701,31.230416
整租 | 实地拍摄近地铁11号线芙蓉新村精装修3室2厅房东诚心,芙蓉新村,3300,https://sh.58.com/zufang/43935053340057x.shtml,121.473701,31.230416
整租 | 干净整洁，拎包入住，家具家电齐全，小区环境优美，随时,海伦堡爱ME城市,3800,https://sh.58.com/zufang/44255706096401x.shtml,121.473701,31.230416
整租 | 桃花岛联排别墅地上三层带车库价格可谈可谈房东再三催租,桃花岛别墅,12000,https://sh.58.com/zufang/37824681242011x.shtml,121.473701,31.230416
单间 | 泰宸沙河茗苑 3室1厅1卫 主卧 南,泰宸沙河茗苑,1700,https://sh.58.com/hezu/44687716505119x.shtml,121.473701,31.230416
整租 | 嘉海雅苑(西区) 2室2厅1卫 4000元月 配套齐,嘉海雅苑(西区),4000,https://sh.58.com/zufang/44355375638163x.shtml,121.473701,31.230416
整租 | 合景理想家，精装一室户，拎包入住，配套成熟，近万达,合景理想家,2600,https://sh.58.com/zufang/44637305708692x.shtml,121.473701,31.230416
整租 | 光明D9空间 精装两房朝南 近宝龙广场 远香湖 看房,光明D9空间,2800,https://sh.58.com/zufang/43968517592983x.shtml,121.473701,31.230416
整租 | 大宅风范城 2室1厅1卫,大宅风范城,4200,https://sh.58.com/zufang/44711485658379x.shtml,121.473701,31.230416
整租 | 大融城旁边两室出租， 周边配套齐全 ，实地拍照，看房,育兰二村,3000,https://sh.58.com/zufang/44523253141921x.shtml,121.473701,31.230416
整租 | 全南户型，6月底拎包入住。豪华硬装带暖气  看房提前,恒大御景湾,6000,https://sh.58.com/zufang/44423394859018x.shtml,121.473701,31.230416
整租 | 玩的就是心跳，搞的就是价格，真实付一押一，独立整租一,瑞和云庭壹街区,1664,https://sh.58.com/zufang/44477989755935x.shtml,121.473701,31.230416
单间 | 浏翔花苑 2室0厅1卫 次卧 西北,浏翔花苑,1000,https://sh.58.com/hezu/44713160253078x.shtml,121.473701,31.230416
整租 | 我是房东 独立厨卫可以烧饭，家具家电全配 1个月短租,北虹桥协通科技大厦,1344,https://sh.58.com/zufang/44702146727431x.shtml,121.473701,31.230416
单间 | 地铁13号口  全新精装  主卧朝南 独厨独卫  2,绿地新江桥城(西区),2500,https://sh.58.com/hezu/43882218707990x.shtml,121.473701,31.230416
整租 | 旭辉U天地 2室2厅1卫 3800元月 48平 精装,旭辉U天地,3800,https://sh.58.com/zufang/44134913506065x.shtml,121.473701,31.230416
单间 | 浏翔花苑 1室1厅1卫 主卧 南,浏翔花苑,1500,https://sh.58.com/hezu/44678090862723x.shtml,121.473701,31.230416
整租 | 近11号线 豪装3房带车位！ 楼层好 商圈成熟 位置,紫荆四村,3500,https://sh.58.com/zufang/43194321259777x.shtml,121.473701,31.230416
整租 | 未来城 楼上楼上 精装修 家具家电齐全 3500 有,MAX未来,3500,https://sh.58.com/zufang/44017787293716x.shtml,121.473701,31.230416
整租 | 11号安亭地铁口 二房全新配置 中间楼层朝南采光好,嘉亭菁苑,3000,https://sh.58.com/zufang/44742680661385x.shtml,121.473701,31.230416
单间 | 上海院子(别墅) 4室0厅3卫 主卧 北,上海院子(别墅),1100,https://sh.58.com/hezu/44604163018375x.shtml,121.473701,31.230416
单间 | 会赚钱的房子 不要再错过机会了 为您解房忧 出门地铁,日月光伯爵天地鼎固君庭,1100,https://sh.58.com/hezu/44544284333209x.shtml,121.473701,31.230416
整租 | 嘉定宝龙广场对面 合景峰汇 精装 两房两卫 看房随时,合景峰汇,3000,https://sh.58.com/zufang/44479463066773x.shtml,121.473701,31.230416
单间 | 嘉宝梦之缘景庭(东区) 3室1厅1卫 其他 北,嘉宝梦之缘景庭(东区),850,https://sh.58.com/hezu/44676529116185x.shtml,121.473701,31.230416
单间 | 嘉怡坊海蓝路沃尔玛附近小区，购物中心，方便快捷,嘉怡坊,1850,https://sh.58.com/hezu/44025246585995x.shtml,121.473701,31.230416
整租 | 格林公馆！大平层！豪装豪配！带车位！拎包入住！看房方,格林公馆,8000,https://sh.58.com/zufang/44670037446662x.shtml,121.473701,31.230416
整租 | 金丰新村，新上一房一厅，有钥匙随时可看，家具家电全配,金丰新村,3700,https://sh.58.com/zufang/44690044165656x.shtml,121.473701,31.230416
单间 | 金地格林春晓 1室0厅1卫 主卧 南,金地格林春晓,1700,https://sh.58.com/hezu/44726004532377x.shtml,121.473701,31.230416
整租 | 江桥镇华江路13号线沿线拎包入住员工宿舍,大宅风范城,600,https://sh.58.com/zufang/44311824187152x.shtml,121.473701,31.230416
单间 | 11号线南翔地铁口 曙光苑 原始朝南主卧 独厨独卫,曙光苑(嘉定),1800,https://sh.58.com/hezu/44724327533731x.shtml,121.473701,31.230416
整租 | 中房公寓，位于金耀路，三房一厅一卫96平方月租550,金鹤新城中房公寓,5500,https://sh.58.com/zufang/44292141431079x.shtml,121.473701,31.230416
单间 | 天居玲珑湾(别墅) 3室2厅2卫 主卧 北,天居玲珑湾(别墅),750,https://sh.58.com/hezu/44725790727199x.shtml,121.473701,31.230416
整租 | 安亭品质小区 豪华装修 租金便宜 性价比高 家具家电,兰棠佳苑,2300,https://sh.58.com/zufang/44212604622625x.shtml,121.473701,31.230416
整租 | 择其所爱 爱其所择  前四个字是前半生  后四个字便,中信泰富又一城锦苑,4288,https://sh.58.com/zufang/44742286952325x.shtml,121.473701,31.230416
整租 | 上大路附近安歆公寓酒店式管理员工宿舍拎包入住价格优惠,金沙缘圆宝邸,600,https://sh.58.com/zufang/44179175747491x.shtml,121.473701,31.230416
单间 | 润渡佳苑(西区) 3室1厅1卫 主卧 南,润渡佳苑(西区),800,https://sh.58.com/hezu/40246400060703x.shtml,121.473701,31.230416
单间 | 11号线南翔地铁站 独厨独卫带阳台 押一付一 随时看,金地格林春晓,1700,https://sh.58.com/hezu/44493400854947x.shtml,121.473701,31.230416
整租 | 整租胜悦嘉苑(东苑)2室1厅出租，朝南可办居住证,胜悦嘉苑(东苑),2700,https://sh.58.com/zufang/44731374332819x.shtml,121.473701,31.230416
单间 | 金沙缘圆宝邸 2室2厅1卫 次卧 北,金沙缘圆宝邸,1500,https://sh.58.com/hezu/44667589268382x.shtml,121.473701,31.230416
单间 | 浏翔花苑 1室0厅1卫 主卧 南,浏翔花苑,1280,https://sh.58.com/hezu/44725409837203x.shtml,121.473701,31.230416
整租 | 13号线地铁口电梯房3房整租，看房方便。很确定是3房,金沙鼎苑,4300,https://sh.58.com/zufang/44150117438496x.shtml,121.473701,31.230416
整租 | 可长租，办居住证，配置齐全，婚房装修，正规两房两厅，,真新新村嘉德坊,4500,https://sh.58.com/zufang/44623783044742x.shtml,121.473701,31.230416
整租 | 近地铁13号线 宜家装修  真实照片 配套齐全 拎包,澜茵华庭(西区),3800,https://sh.58.com/zufang/44036549176999x.shtml,121.473701,31.230416
单间 | 金鹤新城中房公寓 4室1厅1卫 次卧 南,金鹤新城中房公寓,1450,https://sh.58.com/hezu/44725388958353x.shtml,121.473701,31.230416
单间 | 地铁口小区，电梯中层，采光足，家具齐全，随时看房，拎,日月光伯爵天地鼎固君庭,1000,https://sh.58.com/hezu/44558309518233x.shtml,121.473701,31.230416
整租 | 嘉海雅苑(北区) 2室2厅1卫 4000元月 电梯房,嘉海雅苑(北区),4000,https://sh.58.com/zufang/44410692165518x.shtml,121.473701,31.230416
整租 | 明发嘉定中心~远香湖旁~精装两房~通燃气配套齐全~看,明发嘉定中心,2800,https://sh.58.com/zufang/43950113260806x.shtml,121.473701,31.230416
单间 | 天禧嘉苑(东区) 3室2厅2卫 次卧 南,天禧嘉苑(东区),1280,https://sh.58.com/hezu/44580875783322x.shtml,121.473701,31.230416
整租 | 嘉定 上 影广场 开发商 统一精装两房  拎包入住,嘉定上影商业广场,3200,https://sh.58.com/zufang/44457094928787x.shtml,121.473701,31.230416
单间 | 轻纺市场附近 嘉福坊 朝南主卧带阳台带独卫急租 拎包,嘉福坊,3200,https://sh.58.com/hezu/44656156972562x.shtml,121.473701,31.230416
整租 | 上海连锁公寓整租一室户，租房享受八折优口，智能电器家,芙蓉新村,1750,https://sh.58.com/zufang/44543726005922x.shtml,121.473701,31.230416
整租 | 嘉定河东小区 2室1厅1卫,嘉定河东小区,3200,https://sh.58.com/zufang/44725114326040x.shtml,121.473701,31.230416
单间 | 真实图片 假一罚十 出门地铁口 全新精装修  拎包入,澜茵华庭(西区),5000,https://sh.58.com/hezu/43881060637079x.shtml,121.473701,31.230416
整租 | 嘉怡坊 2室2厅1卫 4500元月 电梯房 精装修,嘉怡坊,4500,https://sh.58.com/zufang/44292178748056x.shtml,121.473701,31.230416
单间 | 纯女生合租，单间9901750，带厨房客厅，阳光房押,日月光伯爵天地鼎固君庭,1420,https://sh.58.com/hezu/44621537903760x.shtml,121.473701,31.230416
单间 | 上海院子(别墅) 3室3厅3卫 其他 南,上海院子(别墅),500,https://sh.58.com/hezu/44568407225620x.shtml,121.473701,31.230416
整租 | 月付 随时看房 不收中介非 精装修 拎包入住,漳翔路1086弄2号楼,949,https://sh.58.com/zufang/44701751508895x.shtml,121.473701,31.230416
整租 | 曹安公路精装修独立卫生间可做饭公寓,东华环球建材市场,800,https://sh.58.com/zufang/44255666963604x.shtml,121.473701,31.230416
单间 | 外冈壹号(公寓住宅) 3室2厅2卫 主卧 南,外冈壹号(公寓住宅),550,https://sh.58.com/hezu/44437458285570x.shtml,121.473701,31.230416
整租 | 雅居白领公寓精装一室一厅，复试结构价格全网超低，短租,金桂新村,1200,https://sh.58.com/zufang/44543462808197x.shtml,121.473701,31.230416
整租 | 兰棠佳苑 2室2厅1卫 2300元月 电梯房 配套齐,兰棠佳苑,2300,https://sh.58.com/zufang/44733454742312x.shtml,121.473701,31.230416
整租 | 近地铁，邻梅川步行街，居家之选，素质小区，交通便捷，,真新新村嘉德坊,5500,https://sh.58.com/zufang/44521963568039x.shtml,121.473701,31.230416
单间 | 右岸嘉园 2室1厅1卫 主卧 南,右岸嘉园,1280,https://sh.58.com/hezu/44633569953936x.shtml,121.473701,31.230416
整租 | 精装修全配，周边商业成熟，随时可以看房，拎包入住,嘉定上影商业广场,2600,https://sh.58.com/zufang/44455080264709x.shtml,121.473701,31.230416
整租 | 近地铁口房源，不是豪装胜势豪装，随时方便看。,白银时代尚苑(二期),2500,https://sh.58.com/zufang/44247476641191x.shtml,121.473701,31.230416
整租 | 城杰苑，两房，两厅，一卫，72个平方，4500，房间,金鹤新城城杰苑,4500,https://sh.58.com/zufang/44058752881550x.shtml,121.473701,31.230416
单间 | 嘉城幸福港 3室1厅1卫 主卧 南,嘉城幸福港,1500,https://sh.58.com/hezu/44735426812712x.shtml,121.473701,31.230416
整租 | 我是房东，整租精装loft公寓，实图实价，看房便利，,靖远路1200号楼,2000,https://sh.58.com/zufang/44035374147606x.shtml,121.473701,31.230416
整租 | (单间出租)曹安公路精装修全配独立卫生间，,东华环球建材市场,800,https://sh.58.com/zufang/44742329347590x.shtml,121.473701,31.230416
整租 | 13号线金沙江西路 精装公寓房 独门独户 独立卫浴,瑞尔大厦,2565,https://sh.58.com/zufang/44524220895777x.shtml,121.473701,31.230416
整租 | 黄沈村 2室1厅1卫,黄沈村,2000,https://sh.58.com/zufang/44676225489192x.shtml,121.473701,31.230416
整租 | 马陆大融城精装一房 临近育英街 房间朝阳 带客厅 价,上海百有商城,1150,https://sh.58.com/zufang/44301107608980x.shtml,121.473701,31.230416
整租 | 城杰苑，位于鹤霞路600弄，53个平方，月租3600,金鹤新城城杰苑,3800,https://sh.58.com/zufang/44480629411995x.shtml,121.473701,31.230416
整租 | 一克拉的钻石只有一次，我方了。经典户型，室内舒适，高,嘉城桃花岛香槟河畔(公寓...,1762,https://sh.58.com/zufang/44115549225618x.shtml,121.473701,31.230416
整租 | 白金涟庭 5室3厅4卫,白金涟庭,14000,https://sh.58.com/zufang/44735350847899x.shtml,121.473701,31.230416
整租 | 同济大学门口 莱英北郡 高端小区 精装3房家具家电齐,莱英北郡(公寓住宅),3900,https://sh.58.com/zufang/44433837483139x.shtml,121.473701,31.230416
整租 | 浏祥花园 精装公寓独户不合租 设施齐全 交通便利 随,浏翔花苑,1380,https://sh.58.com/zufang/44425247308196x.shtml,121.473701,31.230416
整租 | 高档小区 物业管理严谨 配套设施完善 会所齐全 拎包,保利星海屿筑(北区),5000,https://sh.58.com/zufang/44291807524622x.shtml,121.473701,31.230416
整租 | 金沙缘圆宝邸 2室1厅1卫,金沙缘圆宝邸,4300,https://sh.58.com/zufang/44735238732563x.shtml,121.473701,31.230416
整租 | 丰庄十二街坊，本人实勘， 精装一房， 配套齐全，随时,丰庄十二街坊,3600,https://sh.58.com/zufang/44536856886280x.shtml,121.473701,31.230416
单间 | 绿地新江桥城，周边配套设施齐全，全装全配精装修房源,绿地新江桥城(西区),2000,https://sh.58.com/hezu/44028746194343x.shtml,121.473701,31.230416
整租 | 金运路地铁口，整租一室户，近万达广场，华泰中心，北虹,泰宸沙河茗苑,2650,https://sh.58.com/zufang/44732804337569x.shtml,121.473701,31.230416
单间 | 嘉星小区 3室2厅1卫 主卧 南,嘉星小区,1000,https://sh.58.com/hezu/44735130703629x.shtml,121.473701,31.230416
整租 | 丰庄十四街坊，新上好房，精装全配，交通便利，生活便捷,丰庄十四街坊,3600,https://sh.58.com/zufang/44599134634139x.shtml,121.473701,31.230416
单间 | 精装修，实际图片，价格优惠，可以煤气做饭，有无线网络,红光公寓,1400,https://sh.58.com/hezu/41950246405007x.shtml,121.473701,31.230416
"整租 | 曹安公路精装修独立卫生间可做饭公寓,",东华环球建材市场,800,https://sh.58.com/zufang/36750410418457x.shtml,121.473701,31.230416
单间 | 金鹤新城中房公寓 3室1厅1卫 次卧 北,金鹤新城中房公寓,1800,https://sh.58.com/hezu/44735077201315x.shtml,121.473701,31.230416
单间 | 11号嘉定北地铁站，朝南次卧，付一押一，可办居住证，,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44527272982920x.shtml,121.473701,31.230416
整租 | 同济融景雅苑 4室1厅1卫 6000元月 精装修 电,同济融景雅苑,6000,https://sh.58.com/zufang/44470119888802x.shtml,121.473701,31.230416
整租 | 经典2改3，适合一家人居住！交通便利，装修齐全，精装,绿地新江桥城(西区),5000,https://sh.58.com/zufang/44501172272805x.shtml,121.473701,31.230416
整租 | 旺座新天地 1室1厅1卫,旺座新天地,2462,https://sh.58.com/zufang/44735032144279x.shtml,121.473701,31.230416
整租 | 拎包入住 0中介  1室1厅1卫 1558元月,胜辛南路800号办公楼,1558,https://sh.58.com/zufang/44711163842199x.shtml,121.473701,31.230416
整租 | 可办居住证，密码锁，步梯二楼，精装全配，随时看房！,乡思路60弄小区,3300,https://sh.58.com/zufang/44721254989729x.shtml,121.473701,31.230416
单间 | 外冈新苑(南区) 3室2厅2卫 次卧 南,外冈新苑(南区),650,https://sh.58.com/hezu/44735022106920x.shtml,121.473701,31.230416
整租 | 毛坯 出租超底价 租房迅速,绿地新江桥城(东区),3580,https://sh.58.com/zufang/44289623914897x.shtml,121.473701,31.230416
整租 | 泰宸新苑，地铁13号线地铁丰庄站，精装一房，随时可看,泰宸新苑,3600,https://sh.58.com/zufang/44557277296931x.shtml,121.473701,31.230416
单间 | 封浜城市岸泊小区主卧大房间，朝南，可以做饭。精装修配,金帝城市岸泊(公寓住宅),1300,https://sh.58.com/hezu/42708572060168x.shtml,121.473701,31.230416
单间 | 翔瑞新苑(北区) 1室0厅0卫 其他 北,翔瑞新苑(北区),800,https://sh.58.com/hezu/44721882224548x.shtml,121.473701,31.230416
整租 | 无中介！整租11号线安亭站，一室一厅一卫一厨， 押一,大名城名郡,1330,https://sh.58.com/zufang/44588381922315x.shtml,121.473701,31.230416
整租 | 邻地铁 精装一房 家电齐全 拎包入住  随时看房,MAX未来,4500,https://sh.58.com/zufang/44255706059800x.shtml,121.473701,31.230416
整租 | 精装一室户独立天然气厨卫近地铁万达广场 另有多套户型,泰宸沙河茗苑,2200,https://sh.58.com/zufang/44742927460229x.shtml,121.473701,31.230416
整租 | 旺座新天地 1室1厅1卫,旺座新天地,2844,https://sh.58.com/zufang/44721765470469x.shtml,121.473701,31.230416
单间 | 枫树林景苑(北区) 南北通透 交通方便生活便利,枫树林景苑(北区),1500,https://sh.58.com/hezu/44746275289103x.shtml,121.473701,31.230416
整租 | 近利群医院中环百联梅川步行街，精装一房观景楼层，价格,安盛苑,3200,https://sh.58.com/zufang/44676162980613x.shtml,121.473701,31.230416
整租 | 月 末特 价房！万达城市公寓 独立1室户 装修拎包住,万达城市公寓,2200,https://sh.58.com/zufang/43604956519301x.shtml,121.473701,31.230416
整租 | 银凯南华公寓 1室0厅1卫,银凯南华公寓,1550,https://sh.58.com/zufang/44570076805666x.shtml,121.473701,31.230416
整租 | 我不要你觉得，我要我我觉得，风格独特，设计典雅，就选,王府别墅,1768,https://sh.58.com/zufang/44114823901989x.shtml,121.473701,31.230416
整租 | 翔黄雅苑三房，精装全配，拎包入住，看房随时有钥匙！,翔黄雅苑,4200,https://sh.58.com/zufang/44721164769425x.shtml,121.473701,31.230416
整租 | 白领公寓 家具齐全 高层景观 可做饭 干净舒适 拎包,禧福汇广场,3188,https://sh.58.com/zufang/42920018405909x.shtml,121.473701,31.230416
整租 | 练祁佳城盛蔷坊 2室1厅1卫,练祁佳城盛蔷坊,2000,https://sh.58.com/zufang/44721550812551x.shtml,121.473701,31.230416
整租 | 好停车 采光通透 家具家电齐全 拎包入住 随时看房,真新新村嘉德坊,5000,https://sh.58.com/zufang/44654077394709x.shtml,121.473701,31.230416
整租 | 近万达 十三号线地铁 万达城市公寓 双南大卧室  精,万达城市公寓,4000,https://sh.58.com/zufang/44333498295439x.shtml,121.473701,31.230416
整租 | 大宅风范城，整租一室户，金运路地铁口，民用水电，手机,大宅风范城,2680,https://sh.58.com/zufang/44737758897822x.shtml,121.473701,31.230416
单间 | 水岸金桥苑 2室2厅1卫 次卧 北,水岸金桥苑,2300,https://sh.58.com/hezu/44700267553300x.shtml,121.473701,31.230416
整租 | 嘉宝紫提湾，精装小别墅，独立厨卫，押一付一，家电齐全,嘉宝紫提湾(别墅),1000,https://sh.58.com/zufang/44301170033699x.shtml,121.473701,31.230416
整租 | 嘉定西站11号线临近地铁口可随时看房地铁沿线格局方正,新城悠活城(南区),1200,https://sh.58.com/zufang/42444256531858x.shtml,121.473701,31.230416
整租 | 地铁口，精装一居室，周边公园超市都有，适合单身小男女,旭辉华庭(商住楼),2100,https://sh.58.com/zufang/44200945271708x.shtml,121.473701,31.230416
单间 | 天禧嘉苑(东区) 3室2厅2卫 次卧 南,天禧嘉苑(东区),1380,https://sh.58.com/hezu/44580815763226x.shtml,121.473701,31.230416
整租 | 安亭地铁口 精装复式两房两卫欧式风格品牌家电 民用水,安亭财富广场(北楼),2300,https://sh.58.com/zufang/43704783623071x.shtml,121.473701,31.230416
整租 | 位于安亭站附近 租客转租民用水电朝南的 小区24h保,安亭名邸,1250,https://sh.58.com/zufang/44698585221528x.shtml,121.473701,31.230416
单间 | 精致南次卧带飘窗，非隔断，押一付一 可短租。民用水电,日月光伯爵天地鼎固君庭,990,https://sh.58.com/hezu/44543445949569x.shtml,121.473701,31.230416
单间 | 曹江公寓 5室1厅3卫 次卧 北,曹江公寓,1500,https://sh.58.com/hezu/44311495059617x.shtml,121.473701,31.230416
整租 | 好房新出！13号线 大宅风范城1室 精装修 拎包住直,大宅风范城,1950,https://sh.58.com/zufang/43934376880515x.shtml,121.473701,31.230416
整租 | 保利家园 三室整租 南北通透 押一付一 随时看房入住,保利家园(南区),3500,https://sh.58.com/zufang/44668907838608x.shtml,121.473701,31.230416
"整租 | 蠡家真实房屋,品质小屋，精装修，诚意出租",保利湖畔阳光苑(西区),4300,https://sh.58.com/zufang/44667396849935x.shtml,121.473701,31.230416
单间 | 安盛苑 3室2厅1卫 主卧 南,安盛苑,1500,https://sh.58.com/hezu/44721297191316x.shtml,121.473701,31.230416
整租 | 中海小区物业直租，图片实拍。陈翔公路地铁口，南翔印象,西环中心星信名邸,5500,https://sh.58.com/zufang/44348910793623x.shtml,121.473701,31.230416
整租 | 东珠苑 1室1厅1卫 1950元月 电梯房 精装修,东珠苑,1950,https://sh.58.com/zufang/44501678243479x.shtml,121.473701,31.230416
单间 | 金地格林春岸城 3室2厅2卫 次卧 南,金地格林春岸城,1200,https://sh.58.com/hezu/42578790878597x.shtml,121.473701,31.230416
整租 | 精装一楼两房一厅，楼层低，装修好，家电齐，拎包入住，,真新新村嘉秀坊,3900,https://sh.58.com/zufang/44656484718726x.shtml,121.473701,31.230416
整租 | 印象城800米 湖畔天下 湖景三房 5200元月 电,湖畔天下(公寓住宅),5200,https://sh.58.com/zufang/43519854367782x.shtml,121.473701,31.230416
单间 | 近地铁站 商业万达广场 精装1850 水电民用 押一,泰宸沙河茗苑,1850,https://sh.58.com/hezu/44722721559050x.shtml,121.473701,31.230416
单间 | 胜悦嘉苑(东苑) 3室1厅2卫 主卧 南,胜悦嘉苑(东苑),1599,https://sh.58.com/hezu/44621169096334x.shtml,121.473701,31.230416
整租 | 丰庄国际鞋城 近大润发 轻纺市场  上下复式 可办公,曹安国际鞋城公寓,3000,https://sh.58.com/zufang/35988503059512x.shtml,121.473701,31.230416
整租 | 银翔新村 房东自住精装两房 配套齐全 近地铁银翔湖,银翔新村,4200,https://sh.58.com/zufang/44358297243265x.shtml,121.473701,31.230416
整租 | 13号线地铁口300米 配套齐全  低于市场价 来电,澜茵华庭(东区),5000,https://sh.58.com/zufang/44588571867280x.shtml,121.473701,31.230416
单间 | 马陆街248弄小区 3室1厅1卫 主卧 南,马陆街248弄小区,1150,https://sh.58.com/hezu/44449950040968x.shtml,121.473701,31.230416
整租 | 安亭地铁口，成熟小区，配套齐全，精装复式，一室一厅可,V6时代,1380,https://sh.58.com/zufang/44654254288395x.shtml,121.473701,31.230416
整租 | 近邻嘉定新城站万达广场精装修小区环境优美诚意出租,龙湖郦城(商住楼),2700,https://sh.58.com/zufang/44499245427480x.shtml,121.473701,31.230416
整租 | 嘉定万达，马陆大融城，南翔商圈，整租一室户，可月付，,胜辛南路800号办公楼,1500,https://sh.58.com/zufang/44599543673732x.shtml,121.473701,31.230416
单间 | 西上海御庭(曹安景林苑) 3室2厅2卫 次卧 南,西上海御庭(曹安景林苑),900,https://sh.58.com/hezu/44380545303817x.shtml,121.473701,31.230416
整租 | 紧邻万达及13号线，小区安静 环境优美 装修两室 可,绿地新江桥城(南区),3500,https://sh.58.com/zufang/44669104469415x.shtml,121.473701,31.230416
整租 | 刚退租房源，近轻纺市场丰庄茶城精装两房居家装修，价格,嘉美坊,4200,https://sh.58.com/zufang/44732991750824x.shtml,121.473701,31.230416
整租 | 合景峰汇 精装两房 现代化装修 靠近宝龙 远香湖 交,合景峰汇,3200,https://sh.58.com/zufang/44744302118308x.shtml,121.473701,31.230416
单间 | 金沙湾绿地和苑(一期) 4室0厅2卫 次卧 东南,金沙湾绿地和苑(一期),1100,https://sh.58.com/hezu/44714279128610x.shtml,121.473701,31.230416
整租 | 近地铁，精装联排别墅，周边设备齐全，居家的不二选择，,白金果岭(别墅),18800,https://sh.58.com/zufang/44734358753556x.shtml,121.473701,31.230416
单间 | 出租放心，求租安心 省时省力又放心 绝无虚假 真实价,日月光伯爵天地城市华庭,1200,https://sh.58.com/hezu/44665943528866x.shtml,121.473701,31.230416
整租 | 实地拍摄近地铁11号线芙蓉新村精装修3室2厅房东诚心,芙蓉新村,3300,https://sh.58.com/zufang/43935053340057x.shtml,121.473701,31.230416
单间 | 德华三村 3室1厅1卫 次卧 南,德华三村,1500,https://sh.58.com/hezu/44711788639912x.shtml,121.473701,31.230416
整租 | 干净整洁，拎包入住，家具家电齐全，小区环境优美，随时,海伦堡爱ME城市,3800,https://sh.58.com/zufang/44255706096401x.shtml,121.473701,31.230416
整租 | 桃花岛联排别墅地上三层带车库价格可谈可谈房东再三催租,桃花岛别墅,12000,https://sh.58.com/zufang/37824681242011x.shtml,121.473701,31.230416
整租 | 嘉海雅苑(西区) 2室2厅1卫 4000元月 配套齐,嘉海雅苑(西区),4000,https://sh.58.com/zufang/44355375638163x.shtml,121.473701,31.230416
单间 | 胜悦嘉苑(西苑) 3室1厅1卫 次卧 北,胜悦嘉苑(西苑),1000,https://sh.58.com/hezu/44702347266848x.shtml,121.473701,31.230416
整租 | 合景理想家，精装一室户，拎包入住，配套成熟，近万达,合景理想家,2600,https://sh.58.com/zufang/44637305708692x.shtml,121.473701,31.230416
整租 | 光明D9空间 精装两房朝南 近宝龙广场 远香湖 看房,光明D9空间,2800,https://sh.58.com/zufang/43968517592983x.shtml,121.473701,31.230416
