企业代号,企业名称,进项价税合计,合作单位总数,有效合作单位数,作废价税合计,作废合作单位总数,进项作废/有效比%,有效/作废合作单位数比%,净利润,进项月份时长,进项平均每月金额,进项负数发票次数,进项负数发票次数占比,销项金额,销项合作单位总数,销项有效合作单位数,销项作废价税合计,销项作废合作单位总数,销项作废/有效比%,销项有效/作废合作单位数比%,销项月份时长,销项平均每月金额,销项负数发票次数,销项负数发票次数占比
E328,***科技有限公司,2600801.220000002,92,92,536556.95,8,20.630448258556243,8.695652173913043,5738262.84,29,89682.80068965524,5,1.1185682326621924,8339064.060000001,43,43,536556.95,8,6.434258642689931,18.6046511627907,28,297823.7164285715,4,2.7777777777777777
E329,***园艺有限责任公司,1327.0,4,4,0,0,0.0,0.0,11069279.100000001,25,53.08,0,0.0,11070606.100000001,14,14,0,0,0.0,0.0,29,381745.0379310345,0,0.0
E330,***酒店管理有限公司,2871321.3399999975,233,232,201044.54,14,7.00181262191992,6.008583690987124,5425696.989999913,34,84450.62764705875,6,0.4464285714285714,8297018.329999911,1418,1418,201044.54,14,2.4230938393021746,0.9873060648801129,37,224243.73864864622,34,0.43741155281101246
E331,***广告有限公司,1272092.2200000002,77,77,72691.0,3,5.71428697205616,3.896103896103896,4767852.810000004,36,35335.895000000004,1,0.7194244604316548,6039945.030000004,13,12,72691.0,3,1.2035043305683852,23.076923076923077,33,183028.63727272738,3,3.4090909090909087
E332,***商贸有限公司,18434357.43,207,206,720942.25,13,3.9108618390285814,6.280193236714976,12154602.74999997,36,512065.48416666663,5,0.6119951040391677,30588960.17999997,6,6,720942.25,13,2.3568707329625895,216.66666666666666,26,1176498.4684615373,3,0.7936507936507936
E333,***房地产营销策划有限公司,1426080.5999999992,185,185,16131.0,5,1.1311422369815571,2.7027027027027026,5694323.999999996,34,41943.547058823504,5,0.5924170616113744,7120404.599999996,5,5,16131.0,5,0.22654611509014544,100.0,32,222512.64374999987,1,0.7874015748031495
E334,***机械科技有限公司,6299718.030000001,25,25,21846.7,3,0.3467885371371137,12.0,1230218.939999994,30,209990.60100000005,0,0.0,7529936.969999995,20,19,21846.7,3,0.2901312466098905,15.0,29,259652.99896551706,6,3.2432432432432434
E335,***挖掘机租赁经营部,3600455.010000001,58,58,456343.0,5,12.674592481576374,8.620689655172415,1852990.8300000024,25,144018.20040000006,0,0.0,5453445.840000004,9,9,456343.0,5,8.367975283678616,55.55555555555556,24,227226.91000000015,0,0.0
E336,***猕猴桃专业合作社,262138.0,4,4,0,0,0.0,0.0,2614738.5,24,10922.416666666666,0,0.0,2876876.5,19,19,0,0,0.0,0.0,28,102745.58928571429,0,0.0
E337,个体经营E337 ,318168.78,35,35,4499.0,3,1.4140293714549867,8.571428571428571,10997656.369999997,35,9090.536571428573,0,0.0,11315825.149999997,99,99,4499.0,3,0.03975847930099911,3.0303030303030303,35,323309.2899999999,7,1.0324483775811208
E338,***商贸有限公司,602748.61,89,89,20300.0,1,3.367904904832547,1.1235955056179776,6755308.499999987,31,19443.503548387096,2,0.796812749003984,7358057.109999987,4,4,20300.0,1,0.2758880462127867,25.0,36,204390.4752777774,0,0.0
E339,***居益卫浴家俬厂,3332779.599999999,32,32,0,0,0.0,0.0,566987.4900000016,22,151489.98181818178,0,0.0,3899767.090000001,36,36,0,0,0.0,0.0,21,185703.1947619048,4,2.380952380952381
E340,***物流有限公司,32170.0,4,4,4500.0,1,13.988187752564501,25.0,6795554.230000003,23,1398.695652173913,0,0.0,6827724.230000003,45,44,4500.0,1,0.06590775855046503,2.2222222222222223,35,195077.83514285725,11,8.02919708029197
E341,***纺织品有限公司,1645069.24,15,15,0,0,0.0,0.0,1733630.0600000003,17,96768.77882352941,0,0.0,3378699.3000000003,26,26,0,0,0.0,0.0,17,198747.01764705885,0,0.0
E342,***裕华机械厂,2570590.779999999,55,55,99363.84,9,3.8654087135565014,16.363636363636363,2359030.860000001,37,69475.42648648645,1,0.40816326530612246,4929621.64,22,22,99363.84,9,2.0156484058277546,40.909090909090914,35,140846.33257142856,1,0.7575757575757576
E343,***五金工具经营部,840.0,1,1,0,0,0.0,0.0,2551120.05,24,35.0,0,0.0,2551960.05,29,29,0,0,0.0,0.0,36,70887.77916666666,10,2.493765586034913
E344,***机械有限公司,1591937.89,50,50,23572.0,2,1.480711034524092,4.0,709434.03,37,43025.348378378374,2,1.694915254237288,2301371.92,54,53,23572.0,2,1.0242586083174248,3.7037037037037033,36,63926.997777777775,5,5.681818181818182
E345,***科技有限公司,660828.1400000001,105,105,4926.0,4,0.7454283045513164,3.8095238095238098,1587578.4499999997,36,18356.337222222224,0,0.0,2248406.59,21,21,4926.0,4,0.21908848790556162,19.047619047619047,36,62455.738611111105,0,0.0
E346,个体经营E346 ,2659993.920000001,92,92,60399.0,8,2.2706442877884467,8.695652173913043,-251459.14000000153,35,75999.82628571431,7,1.4373716632443532,2408534.7799999993,106,106,60399.0,8,2.5077071961568276,7.547169811320755,35,68815.2794285714,2,0.3305785123966942
E347,***不锈钢材料有限公司,1122899.5799999998,34,34,6028.0,2,0.5368244950274182,5.88235294117647,994198.6199999994,35,32082.84514285714,0,0.0,2117098.1999999993,38,38,6028.0,2,0.2847293526582755,5.263157894736842,35,60488.51999999998,0,0.0
E348,***酒店管理有限公司,792315.4100000003,33,33,22618.7,4,2.8547595710652645,12.121212121212121,1468547.3699999363,31,25558.561612903235,4,2.083333333333333,2260862.7799999365,986,983,22618.7,4,1.0004455024908958,0.4056795131845842,33,68510.99333333141,32,0.7901234567901235
E349,***营销策划广告有限公司,7446.05,7,7,0,0,0.0,0.0,3321627.7599999984,28,265.93035714285713,0,0.0,3329073.809999998,2,2,0,0,0.0,0.0,22,151321.53681818175,0,0.0
E350,***演艺设备有限公司,442711.26999999967,140,140,5266.43,5,1.1895857089881638,3.571428571428571,1029749.4799999999,31,14281.00870967741,1,0.16051364365971107,1472460.7499999995,30,30,5266.43,5,0.3576618256208189,16.666666666666664,33,44620.02272727271,1,1.9230769230769231
E351,***文化传播有限公司,308336.05,46,45,3138.0,1,1.0177207627846308,2.1739130434782608,749178.9300000002,28,11012.001785714285,1,1.0,1057514.9800000002,14,14,3138.0,1,0.29673338528027277,7.142857142857142,32,33047.34312500001,0,0.0
E352,***居装饰工程有限公司,14736161.719999993,52,52,89465.2,4,0.6071133155289506,7.6923076923076925,-12086199.569999993,35,421033.1919999998,12,1.6326530612244898,2649962.1499999994,40,40,89465.2,4,3.376093503826084,10.0,34,77940.0632352941,0,0.0
E353,***税务师事务所有限公司,333444.77999999997,104,104,41311.0,7,12.389157808978148,6.730769230769231,2400697.58,31,10756.28322580645,1,0.4464285714285714,2734142.36,25,24,41311.0,7,1.5109308353644029,28.000000000000004,31,88198.14064516129,4,5.88235294117647
E354,***广告有限公司,663680.0,11,11,17900.0,2,2.6970829315332687,18.181818181818183,1553369.230000001,34,19520.0,0,0.0,2217049.230000001,62,62,17900.0,2,0.8073794554395164,3.225806451612903,33,67183.31000000003,7,2.3890784982935154
E355,***地毯经营部,530560.0,2,2,530000.0,1,99.89445114595898,50.0,663775.2800000012,12,44213.333333333336,0,0.0,1194335.2800000012,104,104,530000.0,1,44.37614871428729,0.9615384615384616,25,47773.411200000046,0,0.0
E356,***建材装饰部,16160.0,2,2,0,0,0.0,0.0,1491723.0200000005,15,1077.3333333333333,0,0.0,1507883.0200000005,4,4,0,0,0.0,0.0,26,57995.500769230784,0,0.0
E357,***家居经营部,66515.2,5,5,0,0,0.0,0.0,1263581.8399999992,29,2293.6275862068965,1,10.0,1330097.039999999,15,15,0,0,0.0,0.0,31,42906.35612903223,0,0.0
E358,***五金经营部,560.0,1,1,0,0,0.0,0.0,1603696.98,11,50.90909090909091,0,0.0,1604256.98,23,23,0,0,0.0,0.0,28,57294.89214285714,34,13.127413127413126
E359,***厨房用品经营部,560.0,1,1,0,0,0.0,0.0,1190205.0200000003,12,46.666666666666664,0,0.0,1190765.0200000003,33,32,0,0,0.0,0.0,23,51772.39217391305,3,1.3392857142857142
E360,***建筑劳务有限公司,840.0,1,1,0,0,0.0,0.0,2609534.919999999,4,210.0,0,0.0,2610374.919999999,2,2,0,0,0.0,0.0,21,124303.56761904756,0,0.0
E361,***勘察设计工程有限公司,3337627.6,12,12,116815.0,3,3.499941095884993,25.0,1563812.0299999998,31,107665.4064516129,0,0.0,4901439.63,27,27,116815.0,3,2.3832793794912046,11.11111111111111,31,158110.95580645162,0,0.0
E362,***建材有限公司,454098.8,61,61,53527.0,4,11.787522891494099,6.557377049180328,3753539.08,34,13355.847058823529,4,3.278688524590164,4207637.88,14,14,53527.0,4,1.272138941766538,28.57142857142857,36,116878.83,4,4.2105263157894735
E363,***建筑工程设计有限公司,209465.43999999992,38,38,6099.0,4,2.911697509622591,10.526315789473683,863234.79,29,7222.946206896549,4,4.301075268817205,1072700.23,10,10,6099.0,4,0.5685651806003621,40.0,26,41257.70115384615,0,0.0
E364,***电子有限公司,474093.9499999999,23,23,0,0,0.0,0.0,1554913.7300000018,37,12813.349999999997,5,3.571428571428571,2029007.6800000018,56,56,0,0,0.0,0.0,36,56361.32444444449,6,1.948051948051948
E365,***信息技术有限公司,2073478.8299999998,34,34,60738.73,3,2.9293151741510672,8.823529411764707,1379612.9100000004,37,56039.96837837838,1,0.7936507936507936,3453091.74,16,16,60738.73,3,1.7589665891703183,18.75,35,98659.76400000001,0,0.0
E366,***房地产经纪有限公司,380061.31,6,6,0,0,0.0,0.0,1050159.6900000002,26,14617.742692307693,0,0.0,1430221.0000000002,5,5,0,0,0.0,0.0,34,42065.32352941177,0,0.0
E367,***电子商务有限公司,239857.65,15,15,30451.2,2,12.695530036252753,13.333333333333334,1757091.2900000028,32,7495.5515625,0,0.0,1996948.9400000027,8,7,30451.2,2,1.5248862597358126,25.0,32,62404.654375000086,10,5.05050505050505
E368,***通信科技有限责任公司,328134.16,38,38,241390.0,2,73.56442255204396,5.263157894736842,490555.9300000002,35,9375.261714285714,0,0.0,818690.0900000002,4,4,241390.0,2,29.484905576419024,50.0,31,26409.35774193549,1,4.545454545454546
E369,***网络技术有限公司,739394.1799999999,31,31,66265.0,7,8.962066755786473,22.58064516129032,677545.8500000008,36,20538.72722222222,0,0.0,1416940.0300000007,19,19,66265.0,7,4.676626998815184,36.84210526315789,36,39359.4452777778,2,1.0
E370,***设计服务部,840.0,2,2,257.0,1,30.5952380952381,50.0,2020310.3300000015,14,60.0,0,0.0,2021150.3300000015,89,88,257.0,1,0.012715531159921183,1.1235955056179776,28,72183.94035714291,9,1.9148936170212765
E371,***自动化科技有限公司,204867.54,31,31,1215.0,1,0.5930661343422193,3.225806451612903,1032355.6599999999,30,6828.918000000001,0,0.0,1237223.2,9,9,1215.0,1,0.09820378408681636,11.11111111111111,29,42662.86896551724,0,0.0
E372,***汽车维修有限责任公司,627323.7000000001,54,54,20004.0,1,3.1887843548713364,1.8518518518518516,1437958.430000001,37,16954.694594594595,0,0.0,2065282.130000001,143,137,20004.0,1,0.9685843744747837,0.6993006993006993,36,57368.948055555586,21,3.9179104477611943
E373,个体经营E373 ,22741199.40999999,105,105,630659.74,8,2.7732035088821214,7.6190476190476195,-21420496.949999988,35,649748.5545714282,2,0.2304147465437788,1320702.4600000004,18,18,630659.74,8,47.75184109220178,44.44444444444444,35,37734.356000000014,0,0.0
E374,***建材经营部,48560.0,2,2,0,0,0.0,0.0,1219787.1700000002,13,3735.3846153846152,0,0.0,1268347.1700000002,47,47,0,0,0.0,0.0,23,55145.52913043479,0,0.0
E375,***电器经营部,560.0,1,1,0,0,0.0,0.0,985404.7200000006,11,50.90909090909091,0,0.0,985964.7200000006,225,225,0,0,0.0,0.0,30,32865.49066666669,0,0.0
E376,***建筑装饰设计有限责任公司,6560.0,2,2,0,0,0.0,0.0,559909.2599999999,18,364.44444444444446,0,0.0,566469.2599999999,13,13,0,0,0.0,0.0,23,24629.09826086956,0,0.0
E377,***文化传播有限公司,254772.0,29,29,2650.0,1,1.040145698899408,3.4482758620689653,524815.0700000001,25,10190.88,0,0.0,779587.0700000001,25,25,2650.0,1,0.33992354439639433,4.0,28,27842.39535714286,2,3.4482758620689653
E378,***商贸有限公司,1318410.8099999987,60,60,28095.76,5,2.131032284239237,8.333333333333332,-440479.1899999989,31,42529.38096774189,4,0.583941605839416,877931.6199999998,72,70,28095.76,5,3.2002219033869634,6.944444444444445,36,24386.989444444436,9,3.0201342281879198
E379,***药业有限公司,1428018.6900000004,93,93,146893.74,10,10.286541837908295,10.75268817204301,832246.2399999993,37,38595.09972972974,3,0.8130081300813009,2260264.9299999997,49,49,146893.74,10,6.49896116381366,20.408163265306122,36,62785.136944444435,0,0.0
E380,***建材有限公司,560.0,2,2,0,0,0.0,0.0,1226031.1099999996,17,32.94117647058823,0,0.0,1226591.1099999996,6,6,0,0,0.0,0.0,36,34071.97527777777,16,9.63855421686747
E381,***通信网络工程有限公司,97393355.96000002,195,195,2588480.14,26,2.657758442026685,13.333333333333334,-95897362.67000002,36,2705370.9988888893,4,0.22650056625141565,1495993.29,14,14,2588480.14,26,173.02752340553613,185.71428571428572,36,41555.36916666667,17,21.25
E382,***教育信息咨询有限公司***分公司,760.0,2,2,0,0,0.0,0.0,515693.3999999997,12,63.333333333333336,0,0.0,516453.3999999997,77,77,0,0,0.0,0.0,25,20658.135999999988,0,0.0
E383,***通讯器材经营部,234550.0,7,7,0,0,0.0,0.0,577772.3100000005,28,8376.785714285714,0,0.0,812322.3100000005,10,10,0,0,0.0,0.0,20,40616.11550000003,7,6.306306306306306
E384,个体经营E384 ,2918989.3999999994,78,78,160381.4,8,5.4944152931833194,10.256410256410255,-915015.6899999992,35,83399.69714285713,3,1.2711864406779663,2003973.7100000002,4,4,160381.4,8,8.003168863926861,200.0,30,66799.12366666667,0,0.0
E385,***装饰工程有限公司,14584.0,7,7,4600.0,2,31.54141524958859,28.57142857142857,457254.43999999994,31,470.4516129032258,0,0.0,471838.43999999994,7,7,4600.0,2,0.9749099713028894,28.57142857142857,19,24833.602105263155,1,8.333333333333332
E386,个体经营E386 ,197247.36,113,113,830.0,2,0.4207914367016116,1.7699115044247788,3948383.7699999968,27,7305.457777777778,0,0.0,4145631.1299999966,6,6,830.0,2,0.02002107698375954,33.33333333333333,26,159447.35115384602,4,7.4074074074074066
E387,***农副产品经营部,1380.0,1,1,0,0,0.0,0.0,823766.7799999994,24,57.5,0,0.0,825146.7799999994,8,8,0,0,0.0,0.0,28,29469.52785714284,0,0.0
E388,***商贸有限公司,105457.79999999999,56,56,138.0,1,0.13085803041595787,1.7857142857142856,926047.5999999999,26,4056.06923076923,1,0.3436426116838488,1031505.3999999998,84,84,138.0,1,0.013378504853198058,1.1904761904761905,36,28652.92777777777,0,0.0
E389,***清洁服务有限公司,2880.0,2,2,0,0,0.0,0.0,458738.42,7,411.42857142857144,0,0.0,461618.42,2,2,0,0,0.0,0.0,16,28851.15125,0,0.0
E390,***建筑工程有限公司,7278.8,14,14,0,0,0.0,0.0,786804.34,27,269.5851851851852,0,0.0,794083.14,1,1,0,0,0.0,0.0,17,46710.772941176474,0,0.0
E391,***五金店,890.0,2,2,0,0,0.0,0.0,1312860.9999999995,24,37.083333333333336,0,0.0,1313750.9999999995,102,102,0,0,0.0,0.0,37,35506.78378378377,3,0.9433962264150944
E392,***科技有限公司,93949.76000000004,31,31,0,0,0.0,0.0,915587.130000001,28,3355.348571428573,0,0.0,1009536.8900000011,164,163,0,0,0.0,0.0,34,29692.261470588266,2,0.881057268722467
E393,***商贸有限责任公司,427228.24,6,6,26097.0,1,6.108444516682699,16.666666666666664,466541.7900000006,29,14732.008275862068,0,0.0,893770.0300000006,164,164,26097.0,1,2.9198786179930405,0.6097560975609756,35,25536.286571428587,10,1.8382352941176472
E394,***环保设计研究院（有限合伙）,770078.8500000008,131,131,105766.0,11,13.73443771374839,8.396946564885496,301910.4699999993,36,21391.07916666669,4,0.7504690431519699,1071989.32,11,11,105766.0,11,9.866329638433339,100.0,25,42879.5728,0,0.0
E395,***网络科技有限公司,264456.02,37,37,14947.0,3,5.651979486040816,8.108108108108109,1636344.6199999999,32,8264.250625,3,2.2556390977443606,1900800.64,18,17,14947.0,3,0.7863528497128452,16.666666666666664,30,63360.02133333333,3,3.1914893617021276
E396,***文化传播有限公司,498716.18,96,96,288134.0,3,57.77514577529848,3.125,119414.16999999975,35,14249.033714285713,0,0.0,618130.3499999997,14,14,288134.0,3,46.61379270569713,21.428571428571427,31,19939.68870967741,3,4.615384615384616
E397,***大闸蟹经营部,442640.0,4,4,0,0,0.0,0.0,207574.9599999996,27,16394.074074074073,0,0.0,650214.9599999996,66,66,0,0,0.0,0.0,28,23221.962857142844,0,0.0
E398,***医疗管理咨询有限公司,80810.79000000004,20,20,976.0,1,1.2077595083527826,5.0,538056.5899999996,30,2693.693000000001,0,0.0,618867.3799999997,24,24,976.0,1,0.15770745583649934,4.166666666666666,32,19339.60562499999,0,0.0
E399,***装饰工程有限公司,20171.2,13,13,0,0,0.0,0.0,421988.80999999994,24,840.4666666666667,0,0.0,442160.00999999995,9,9,0,0,0.0,0.0,24,18423.333749999998,0,0.0
E400,***办公用品经营部,71643.65,4,4,0,0,0.0,0.0,744004.3200000002,33,2171.0196969696967,0,0.0,815647.9700000002,21,21,0,0,0.0,0.0,35,23304.22771428572,0,0.0
E401,***遮阳技术发展中心,187070.85,10,10,0,0,0.0,0.0,126959.86000000002,28,6681.101785714286,0,0.0,314030.71,14,14,0,0,0.0,0.0,29,10828.645172413793,0,0.0
E402,***商贸有限公司,482208.0,5,5,0,0,0.0,0.0,-11818.419999999984,33,14612.363636363636,0,0.0,470389.58,4,4,0,0,0.0,0.0,25,18815.5832,2,9.090909090909092
E403,***机械有限公司,100051.52,53,53,1086.0,2,1.0854407809096753,3.7735849056603774,1097496.83,33,3031.8642424242425,0,0.0,1197548.35,10,10,1086.0,2,0.090685273792912,20.0,37,32366.171621621623,0,0.0
E404,个体经营E404 ,936985.0,12,12,40500.0,1,4.322374424350444,8.333333333333332,-106692.78000000003,34,27558.382352941175,0,0.0,830292.22,4,4,40500.0,1,4.877800733818751,25.0,34,24420.359411764704,0,0.0
E405,***职业技能服务有限公司,91339.12,5,5,10000.0,1,10.94821145638364,20.0,500093.88,20,4566.956,0,0.0,591433.0,12,12,10000.0,1,1.6908085953945755,8.333333333333332,28,21122.60714285714,0,0.0
E406,***招投标代理有限公司,198023.79,34,34,0,0,0.0,0.0,633742.6499999999,25,7920.9516,0,0.0,831766.44,5,4,0,0,0.0,0.0,30,27725.548,1,4.166666666666666
E407,***装饰工程有限公司,411244.18000000005,53,53,1398.0,1,0.33994402060595724,1.8867924528301887,1437700.4699999997,30,13708.139333333334,2,1.3513513513513513,1848944.6499999997,5,5,1398.0,1,0.07561070040685103,20.0,26,71113.25576923076,2,6.451612903225806
E408,***空调制冷有限责任公司,67774.14,11,11,9999.96,1,14.754831267501142,9.090909090909092,454368.8,30,2259.138,0,0.0,522142.94,10,10,9999.96,1,1.9151767138707265,10.0,33,15822.513333333334,0,0.0
E409,***塑胶有限公司,49699.0,5,5,0,0,0.0,0.0,166731.45000000007,24,2070.7916666666665,0,0.0,216430.45000000007,37,37,0,0,0.0,0.0,27,8015.942592592595,0,0.0
E410,***网络科技有限公司,18876.16999999999,10,10,0,0,0.0,0.0,388089.66000000003,28,674.1489285714282,4,3.8095238095238098,406965.83,41,40,0,0,0.0,0.0,31,13127.93,1,1.5384615384615385
E411,***机电设备有限公司,251701.03,33,33,0,0,0.0,0.0,8604.209999999963,31,8119.388064516129,0,0.0,260305.23999999996,28,26,0,0,0.0,0.0,34,7656.036470588234,4,5.970149253731343
E412,***汽车贸易有限公司,69880.36,19,19,12000.0,3,17.172206897617585,15.789473684210526,250672.41999999987,34,2055.304705882353,0,0.0,320552.77999999985,82,82,12000.0,3,3.743533280229236,3.6585365853658534,35,9158.650857142853,0,0.0
E413,***石材工艺品有限公司,27243.9,9,9,0,0,0.0,0.0,259734.97000000006,19,1433.8894736842105,0,0.0,286978.87000000005,7,7,0,0,0.0,0.0,31,9257.382903225809,0,0.0
E414,***物流有限责任公司***分公司,10282.33,4,4,0,0,0.0,0.0,366805.0399999999,26,395.47423076923076,0,0.0,377087.36999999994,6,6,0,0,0.0,0.0,13,29006.720769230764,0,0.0
E415,***广告设计服务部,18000.0,1,1,0,0,0.0,0.0,67328.75,6,3000.0,0,0.0,85328.75,185,185,0,0,0.0,0.0,22,3878.5795454545455,7,3.3653846153846154
E416,***科技有限公司,111757.72,5,5,72836.02,1,65.17314419084427,20.0,97656.68999999994,30,3725.2573333333335,0,0.0,209414.40999999995,5,5,72836.02,1,34.780806153693064,20.0,32,6544.200312499998,0,0.0
E417,***园林景观工程有限公司,173818.46,23,23,128.0,1,0.0736400495091258,4.3478260869565215,-12148.540000000008,33,5267.22606060606,0,0.0,161669.91999999998,2,2,128.0,1,0.07917366446398935,50.0,16,10104.369999999999,0,0.0
E418,***营销策划有限公司,48995.44,31,31,0,0,0.0,0.0,376835.1,30,1633.1813333333334,0,0.0,425830.54,12,12,0,0,0.0,0.0,23,18514.371304347824,0,0.0
E419,***科技有限公司,11909599.520000005,193,193,125378.72000000002,18,1.052753451444352,9.32642487046632,-11857524.050000004,37,321881.06810810824,13,1.0172143974960877,52075.47,2,2,125378.72000000002,18,240.76349190895448,900.0,18,2893.081666666667,0,0.0
E420,***康药房,2137589.36,20,20,11460.0,2,0.5361179380121914,10.0,-2065959.0899999999,32,66799.6675,0,0.0,71630.26999999999,72,72,11460.0,2,15.998822844029489,2.7777777777777777,32,2238.4459374999997,0,0.0
E421,***保温材料有限公司,32170.0,5,5,0,0,0.0,0.0,213530.75999999998,27,1191.4814814814815,0,0.0,245700.75999999998,5,5,0,0,0.0,0.0,30,8190.025333333333,0,0.0
E422,***童装店,960.0,2,2,0,0,0.0,0.0,26058.309999999998,13,73.84615384615384,0,0.0,27018.309999999998,20,20,0,0,0.0,0.0,19,1422.0163157894735,0,0.0
E423,***通风设备有限公司,69051.70000000001,8,8,0,0,0.0,0.0,3734.6999999999825,22,3138.713636363637,1,4.761904761904762,72786.4,3,3,0,0,0.0,0.0,31,2347.948387096774,0,0.0
E424,***贸易有限公司,271999.39,13,13,0,0,0.0,0.0,-195102.97000000003,21,12952.351904761905,0,0.0,76896.41999999998,21,21,0,0,0.0,0.0,25,3075.8567999999996,2,5.405405405405405
E425,***商贸有限公司,62081.40000000001,27,27,2678.84,2,4.315044441652411,7.4074074074074066,23044.809999999983,23,2699.1913043478266,3,2.586206896551724,85126.20999999999,2,2,2678.84,2,3.146903873671811,100.0,15,5675.080666666666,0,0.0
