B站id,昵称,性别,回复内容
过个洋节都被质疑崇洋媚外才是真的没文化自信,27318379,大个闲者,保密
前几天共青团好像挂名办了个“华服日”，华服就华服吧，那就五十无个民族服饰一起来吧，没有。听说我国八九十年代出现了很多有代表性的影视产品嘛，现在呢，无人区硬是拖了几年，上映前还剪掉了很多不符合社会主义核心价值观的镜头，恐怖片，剪剪剪，不能有红色液体，只能出现绿色不明液体，黑色石油。露半个茹房叫露骨，摆几个姿势叫骚，一大通黑箱操作让人猜，猜错了连底裤都能陪进去，那就抗日吧，嘿嘿。电视不准播放穿越类影视剧（神剧倒是天天播啊），不准播放不符合社会主义核心价值观（好嘛，标准都没，你说**就**，你说封建就封建，你说这镜头不能播那就是不能播，全屏大佬看完后，想想，嗯，该把哪部分剪掉呢～）试问，这创作环境，有个🐈文化输出。连本国民众的精神需求都满足不了，就先别谈文化输出,2985286,万物初始の鳳,男
这里就想问一个问题了，当每年春节，世界各国开始和中国人一起过春节，吃中式年夜饭的时候，我们还有人在抵制过洋节，这又是谁对自己民族文化不自信的表现呢？,18842654,永恒不灭的泥头车,男
"。。。。还纠结于传统文化。。。传统文化世界上拢共就剩那么几个代表得了，还想输出。。。真以为自己过得那些“洋节”就是洋人们的传统节日了?。。。还不是包装在包装，修改再修改，最后把他们节日名字挂上去，就以为是传统节日了。。。殊不知这节日到他们那已经被修改成另一种节日了。。。
我认为文化亦是如此，传统文化什么的根本没有必要不是么，什么都追求个与时俱进，我们口中的“传统文化”不就是我们祖先的“时代潮流吗”，最后只有最具代表性的，最优良的，最独特的传承了下来。。。为什么我们不能学学我们的祖先?取传统文化中的“精华”，结合我们的时代潮流，将其“现代化”，成为独特的民族文化——这不是对传统文化的不尊重!这是为了更好的延续!
我们感到日本文化在渗透，我们感到日本年亲人很喜欢他们的文化，醒醒吧，他们渗透的，喜爱的，早已不是他们祖先的“传统文化”了，而是当下日本自己的“现代民族文化”人民对其没有“不新鲜”“太老土”的感觉，老一辈人注重其“传统”年轻人注重其“时代特色”，求同存异着，矛盾少了，冲突点少了，自然没人去质疑了
回看中国，老一辈人坚持他们“腐朽”的思想，年轻人坚持他们“不检点”的思想，（最主要是还有不少人在跟风），于是便出现了“老一辈人愁于没人继承，年轻人对传统文化看不上”的现象。
再者，日本对中国的文化输出 很多是动漫吧，动漫里很多日本文化元素吧，为什么有中国元素的国漫比不上有日本文化的日漫呢，我感觉原因以下几点。
1，跟风，这是中国人的通病，这不是激进或保守的问题了，咱们就算激进，也是“跟风激进”，好多人的思想跟npc一样，被少数人一扇风就高潮，媒体给你看什么，你舆论就是什么（这就是为什么好多人那么怕媒体）整个舆论界被少数人操控，说什么，别人就信什么，在那个日漫在中国很流行，而国漫力作还没诞生的时代，甲说了一句“日漫很好看啊”，于是乙听了以后，说“日漫比国漫好看啊”，好了，这下完了，后面的人全都在批判国漫了。。。。为哈要批判呢?不知道，“他们都这么说的!”
2，就是我上面说的问题，文化的更新。思想的更新倒不要紧，思想落后的人迟早被刷完，但不得不注意，跟他们捆绑着的，还有我们中华民族的传统文化，如果不抓紧时间让年轻人们注意到它们，传承他们，那么非常恭喜，其中的精华，糟粕，伴着老一辈人一起进了历史的垃圾堆，到时候“泱泱华夏”“五千年历史”大概全部都成了一纸空谈了吧。",98632765,北疆Residual,保密
"个人认为现代的文化输出本质是产品输出。所谓日本动漫，美国电影，韩国流行歌曲并非是说文化有多先进，这些东西是披着一层文化外衣的产品。
跟中国销往世界各地的无人机，电脑，棉花，蔬菜这类实体并无不同。谁的生产产品的能力高，“技术”含量高，渠道广，谁就能“文化输出”。无所谓文明有多古老，有多优秀。
在国外最受欢迎的中国现代文化产品之一是网络小说，也是因为中国在网络小说这块公司多实力强投资活跃，网络小说产量高，质量好，发展成熟",3009497,中二鬼畜眼镜男,男
千万不要把二次元和汉文化扯到一起，求你们了。,15221494,兰生山谷无人识丶,保密
中国只存在两种节日，一种是会放假的好节日，另一种是不放假存存在都无所谓的节日╮(￣▽￣)╭,241649408,帝皇VS修罗,保密
在b站这个地方碰到过很多洗白侵华日军的人了，这不算文化侵略吗？看日漫把自己看成睿智的b站挺多的,1323073,版权斗士阿凡提,男
日本文化大部分都是从二次元里面的了解到的一点点，难道会去翻历史看一米三四的矮子舞刀弄剑?,20361408,Sutao_Du,男
对文化有信心，对输出没信心。国家确实大力输出中国文化，但是却没在国内普及中国文化。现在部分人还分不清汉服和和服和日式传统服装的区别，对于部分传统文化大部分人其实还是和国外人一个看法，”虽然看不懂，但感觉看起来很厉害得样子。”,2292050,朽木为官,保密
？？？？？？？我为什么做什么事都要带着民族自尊心？？活着不累啊？,20691719,RDJ的小娇妻,保密
讲解到位[支持],346830358,牛牛wnn,保密
加油💪,450420313,亦本奕,保密
[支持],24716049,Allen羊开会,保密
[歪嘴],12696790,亓皌不说话,保密
除了母语哪个语言不难学？只能说汉语与英语的语法结构和说话思维方式不同所以对于外国友人来说有点难上手。凡事熟能生巧没啥难不难的。我觉得大家骨子里对博大精生的民族文化还是很认同的也是有自信的。但不要盲目夸大，自圆其说。,22851749,努力吧DR_FANG,保密
值得骄傲，不用炫耀,35684108,目戮,男
语言就是语言…每个语言都不好学,25393718,不闻冬,女
我知道阿婆主想要表达的意思了，那就是，不要轻易的去贬低另外一门语言，在你还没有真正了解到它的时候。有时候自卑压抑的久的话，就会变成自大了。真正的骄傲是在骨子里透露出来的，而不是通过某些不是很妥当的举动表达出来的。每种文化都有它的长处和短处，我们要扬长避短，不要盲目夸大。也不要太过于贬低自己。需要合适把握好一个度。ps：看来阿婆主的口头表达能力还是有所欠缺的。(⌒▽⌒),27355272,坐听雨霖铃,女
“sid说话这么小心委婉”这件事其实才是最值得大家思考和讨论的，莫名想起了之前被黑到关评论的刘翔，不知道这么多年过去了_广大网民（包括我）又有多少进步。海纳百川，越是自信越应包容和接纳，像大唐盛世，而不是靠贬低别的人事物来彰显自己的伟大。,101019676,水龙火龙果,保密
咳咳，作为一名汉语国际教育专业的学生，在语言难度问题上，我们老师曾说过，这是文化圈语言圈的一个问题，和语言当中的发音也有关系。就拿留学生来说，韩国日本等汉语文化圈里的学中文就容易一点，相对的，欧美学生因为语言体系的原因，学中文就难一点。就像为什么中国人相对日本人学英语要容易一点，因为咱们虽然是轻音居多，但是有r这个音，日本就没有，统一发为l。而且，难学什么的……我不觉得这是什么好事情啊，也没什么好自豪的。首先，难学就不利于中国文化推广啊，虽然中国现在在发展，但是相对来说，对中国文化误解的人很多，有一些就是沟通的锅。其次，难学不难学，母语者其实没什么发言权的，而且我觉得中文的优势就是简单易明了，如果按照理解沟通的标准来说，只要声调对的上，或者基本词汇给了，大家基本就能懂，基本上一个月之后外国留学生就可以基本沟通，出行，买东西，打招呼等等。,7069303,咸鱼藕,女
"以下代表个人观点，可喷：
中文难学主要是因为世界上几乎没有和中文同语系的语言了，唯一的近亲是藏语。尽管日文里有中文字符，但是语法，语境等等是和中文不一样的。日语的亲戚是韩语。而跨语系学习语言就是难点所在，毕竟外国人（除开中国人的60亿人口）要学习中文，都需要跨语系学习。而欧美语系，大多数都是演化自拉丁语，所以欧美人学习其他欧美语种的时候就相对轻松很多，因为本来就是在他们自己亲戚家做客呀！而中文对外国人们来说，就是一门完全陌生的语言，句法，书写，语境，历史都是陌生的，自然对于外国人来说，中文就是难学的。
而我和Sid观点一样，语言是用来交流的，不是炫耀的。如果中文真的难到学不会，它也就没有了意义。中文确实在世界的语言中算是效率很高的语言，一本英文著作翻译成中文，厚度大概会减少1／4。作为中国人，汉语值得让人骄傲，确实难，但是不应该拿来炫耀。作为友好邦国，应该更加热心地帮助他人学习中文，了解中华文化，热情好客才是我们应该表现出来的呀！",9843989,碎金,男
"我记得我们英语老师说过，英文是很严谨的，它规定了你什么样的场合要用什么样的单词，中文是很灵活的，一个词语可以表达很多不同的意思，也就是Sid说的效率高。
还有一点想要表达的就是在面对外国人说中文的时候，多数人的反映是“他好厉害，会说中文”，会用一些鼓励，赞扬的话语。但是当一个中国人说英文的时候，大家不会去鼓励他，反而会各种挑刺“语法不对啊”“口音不标准啊”之类的，所以我想，为什么不对他们宽容一点，也用一些类似“会说流利的英文，好厉害”这样的话去鼓励他们呢。
（说的有点乱七八糟，我语文也不好（￣▽￣））",11245937,两只猫__,保密
"这个话题很好，我常逛b站，除了看些国漫和几部好的日漫，最常干的就是看各种外国up主的视频。但是很多时候涉及到语言上大家就会有这种感觉出来。可能少数人这么说大家没什么感觉，但是因为大片大片的弹幕这么出来，我就会感觉有点。。炫耀的感觉。
可能因为有堵墙的缘故，大家不那么感觉的到交流上的互通感。纵使现在b站上有很多外国up主，可他们一在b站做视频，就会谨言慎行，因为知道这是中国🇨🇳的网站，很多信息可能故意挑了好的来说。也就是说，我感觉在b站上的，大多是为了我们国人服务的。但因为我常翻外网的缘故，在看b站的视频很多时候我就会想如果外国人看到我们这个视频和这里的弹幕，他们会怎么想。换位思考之后，我就不那么乐观了。当然了，如果是在像专门记录我国文字历史，文字发展的纪录片中说这个还好。
但是，像现在一些国漫日配，以及中国的一些传到油管再传回b站的视频，很多国人在留言中显得十分自大，是，我是说，自大。每个国家自有每个国家的文化，语言也是它文化的一部分。难道你学英语的时候你没有感觉到有些句子翻译成中文的时候也会有文化对应缺失的情况吗？
明明很多越南网友对中国古风歌很有兴趣，也是出于爱好才做了tik tok上的视频，也不用直接踩吧。
要知道，翻译这个东西，从A到B，可能少了一段，但是从B回到A难道就没有少吗？
打个比方，我们的文言文翻译成英文，可能人家翻译成了古英文，再翻译回来，有两个版本，一个是原来的文言文版本，一个是我们大家都熟悉的白话文版本，于是我们觉得他们的语言真差劲，这合理吗？
实际上，只要各自文化圈里的人，都感受到了，感受到了自己文化的那种古风的感觉不就好了吗？",32150029,Story_Kim,保密
主要是觉得。。B站现在也有一股这种风气，就是中国文化博大精深，中国美食博大精深，中文博大精深。。。所以你们不理解是正常的，我很骄傲。。。。说实话，真的很尴尬。我觉得这并不是一个交流的姿态，假如换一个角度，一个外国人对中国人说这种话，可能马上就会被群喷了。。。爱国是好事，但是不要让爱国变得自大。。。,14802504,青色椰子,保密
"当前比较畸形的爱国主义下，太多的东西被拿来当做提升民族自豪感的东西了，所为中文世界最难就是很典型的例子。对于一个实行市场经济不过四十年左右的国家，物质生活上的提升速度已经被精神需求远远的甩开。此外，个人教育的不足，对于网络信息轻易的相信，使得这些东西大行其道。如果精神市场是可以计算的，那么民族自豪等一类的爱国主义产品应该是最为畅销的。现实生活中的失意需要从集体荣誉中得到安慰。于是集体的荣誉很当然的被拿来满足自身了。
常说中国人自古谦虚，怎么在这些事情上稍微一挑拨就十分激动了呢？对于集体荣誉、民族文化的成就，不能说嗤之以鼻，但求不要拿来炫耀，十分愚昧。sid果然是见过大场面的人，所以也顶着压力做了这个，很好，大实话。
想要了解更多，请咨询Eric Hoffer。",9032797,索洛维茨的老囚犯,男
emmm不止是中文吧x很多人“比惨”也是差不多的。“我们理科生，物化生难到爆炸！！理综考试物理我才50啊55555”“那算什么，我们文科，试卷发下来你看都看不懂，脑子一片空白。”“哪有，你们文科生学的很容易吧，背背书的事儿。”“呵呵，初中我理科超好，文科难多了，我不选理是因为太容易好吗，你看文理科分数线……！！”……诸如此类，不知道哪来的自信去攀比。就和一个学德语的同学一听到学日语的同学说“日语难学”就十分轻蔑一样。无非就是自己太弱，逼迫别人接受自己的观点，承认自己的能力，寻求自我的存在感和自信。,23288698,萌新山藥,女
曾经看过一个说法，关于目前国人的心理，可能是因为我们的历史，古代有令人骄傲的伟大时期，也有近代令人自卑的落魄时期，而到了现代随时国家的发展进步，在国际上有了一定的地位，外国人对中国文化的兴趣越来越高，国人在遇在一些能让人骄傲的事情上，便会走向自负，以至于炫耀。都说越缺什么，便越炫耀什么。说多了，人们接触外面的世界少了。,94330477,区有聊,女
"以下仅个人见解:看到弹幕里有人说“联合国采用英语，因为英语高效”，这两者不构成因果条件。联合国采用英语主要是因为英语的使用范围广，但不否认英文的使用功能（下文也没用贬低英语的意思）。
  而，语言有效率，从发音上来讲，应该是同一段发音所传达的信息量的多少，同理，文字也一样。
  单从文字书写来讲不好比较，比较如果是笔画较多的汉字书写效率也不高，但从发音来看，中文的确略胜一筹。
   而汉字作为表意文字，我可以很直接的感受到一个优点，词与词之间的关联强，比如肉，猪肉，牛肉，羊肉，以上几个词只要认识肉字，即使不认识猪，羊，牛，你也可以明白它们都是肉类。而反观meat,pork,mutton,beef，可以吗？
再者，反观当下，由于互联网和科技的发展，每天都有新词产生，作为表音文字的英语，需要把原来的单词组合组成新词，或者，把发音重组，而汉字则是把字重组，两者谁的知识容纳量更高。
当然，最后一点对于我们这些普通人没什么影响的。
以上纯属个人的非专业看法，拒绝讨（撕）论（逼），谢谢。",25250803,纯懿呀,保密
"中文是最有效率的语言也是语法最简单的。单单是归类就完胜英文，中文提手旁可以归类所有代表用手操作的字，至少一看偏旁就能直到是用手操作的意思，而英文字根没有规律可言没法一起组合记忆。
中文学习几千常用字，因为中文字都是一个音一个字，这对于传播信息是非常有效率的，不同音调的组合完全可以把所有常用字包括在内，可以看见自有汉字以来很少有为了新事物而创造新的字，干哪一行都不成问题。但是英文因为是表音文字，只有26个字母，不能直接表示意思，只能组合产生词语也代表不能一个音一个词，只要出现新事物，在不能增加字母的情况下只能不断增加音节来新增词语，所以你可以看见英文的医学书籍，里面的医学用语是很复杂很长音节很多的，基本上在欧美国家一门课程代表着重新背一本小词典，在化学和物理之间隔着鸿沟，你想化学系毕业后去上培训课考个物理系的证书？太他妈难了，你要重新背！
但是在中国，我不学医，但我看得懂医学杂志，我化学毕业，但不妨碍我学物理，看物理书籍。
表音文字的通病，新事物不能用久词语好好消化，只能通过增加音节增加新词表达。
很多人觉得中文不适合这个信息时代，但恰恰中文无比适合，普通词语最多最多四个字母可以敲出，英文常用词最简单的除了基础an，the这种，基本上都超出4个以上，因为英语要逐个敲出。所以你会发现歪果仁好爱用缩写，因为太长了，这也导致很多歪果仁会说不会写，单词这玩意，日常不用是会退化的。虽然中国人也又提笔忘字的现象但是我们表义文字优点就是有图像记忆，可以通过意思推断出偏旁，到最后也能写出个大概，但是表音文字是无法做到的，因为就算能够通过音节读音推算音节字母，但是同音节读音太多了，也没规律可循。
最后如果有人脑袋损伤，损伤了大脑的语言区块，表义文字国家的人药丸，基本不能读写，但是中国不一样我们是表义的象形文字，只要不是语言和图像区块一起损伤，还能继续读写。
ps:和历经几千年历练的中文比其他都是渣渣",20457988,炸贱脸萌,女
感觉sid并不是以中文真的难不难学作为重点讨论的对象，反而是通过这个话题去表达了他意识到的一种奇怪的现象。有一些同胞们虽然嘴上挂着中文难学我很骄傲的幌子，但其实是一种奇怪的自信感，因为更多的人提笔忘字，说话颠三倒四。实质上自己并不因为中文的魅力而对它花费一定的时间，来以实际行动来守护它。所以我们才会有许多美丽的词汇，字就消失在长河中了。其实是件挺伤心的事儿。我们只是被动使用它而已，而这种熟练去和一个抱有兴趣来学习中文的外国人相比，似乎并不太令人骄傲。,9308001,Sheldonyou,保密
我觉得文化自信谈不上，只是被英语虐了这么多年，突然听说有人也被中文虐，有点幸灾乐祸～(￣▽￣～),15140731,大葱2333,保密
说中文难学并为之骄傲的，多半是自己学不好英语，终于熬到外国人学中文的时候的报复心理罢了,3369704,-Lio-,男
现在啊，网上很多人就是喜欢那中文难来说事……“联合国最新统计报告指出，世界十大难学语言，中文排行第一”，好像自己会中文是一件多么了不得的事情。且不说从哪来的这个“联合国报告”，他们还非要把其他外语拿来比较。认为英语明明“简单”还学不会，好像一件很有趣的事情似的。,12452226,或曾,保密
表意象形文字相对于拼音文字的一个最大而又没什么提及的优势就是对于维持一个中央集权国家的统治有很大帮助。为什么？因为拼写文字会随着不同的读音改变拼写方法，也就是说即使一样的语言分开后随着历史的变迁读音的变化慢慢的就会不同的拼写方法久而久之就会形成各种亚文化以至于不同语言，而一个新民族的产生最重要的标志其实不是血缘而是文化和语言。当交流都成为问题的时候必然会产生隔阂。这就是为什么欧洲古代一堆小国的主要原因。而像形表意文字没这个问题，即使变成不同方言还是一套文字。当然表意象形文字还有个优点同时也是缺点，就是不方便记忆，很多字能说写不出，读音对于拼写帮助很小，字母文字就不同了，这也是汉字在近代推广不如日语韩语方便的原因。但是正因为这样汉字只要你掌握后它的阅读速度是最快的，因为他不像其它字母文字一样是相同的东西组成的，他阅读的时候直接可以跳过拼写和鉴别过程，看中文阅读可以真正做到一目十行，因为你看的就是个图行，甚至都不用虑考次序。。。,27863474,叛逆皮皮鲁,男
国人从古至今普遍认可的财富密码：勤俭持家，勤劳致富,393287934,今日降温,男
不是说没有自信，中国自古以来的文化就是低调谦卑，不喜欢张扬。这种话国内自己人说说也就罢了，国外的人说了听着老不得劲儿，总感觉对方是另有所图。,173486384,北风之神ry,保密
轮不到你这个越南人来说ok？？想靠b站赚钱的你省省吧,315885613,vivi的小迷弟,男
文化自信≠国外人天天吹中国好,188505220,WM-69,保密
不是自信的问题，是我们太聪明了，那些外国人和他们的团队恰饭的把戏太拙劣，中国有句话叫心口不一，所以我们不仅要听其言，更要观其行！,45574291,半夜三更十二点,保密
听说越南最近不给中国人签证续签,924123,cyyyyyy,男
你不捞钱，还能客观赞美中国，那就不是财富密码。打着爱中国的旗号捞钱，还能扯到没文化自信上来?,306316982,乱放电磁炮的御坂派蒙,保密
不是没自信。是有的人过的不好，找人发泄。不想以自己名字骂别人，显得自己素质低，就打着爱国名义骂别人。宁可丢国家的脸也不能丢自己的脸，这就是中国的面子文化,111579634,去巴黎还差了100块钱,男
"越南整个国家从上到下都眼界狭隘的牙批
你就当我在给整个越南扣帽子好了

中国有没有自信我不好说
但是猴子是真的狂的没边了，东南亚的猴子反华不是一天两天了
先辈帮你们赶跑了美国佬，你们转头就把狗嘴伸过来咬他们
南海中国主张搁置争议共同开发你们就在上面搭两茅草屋就占下来领土的事情先不论就这操作你们也不嫌丢人
想向东南亚修铁路对大家都好这事扯皮了有20年吧？为了什么？
还一个金三角，军阀混战不说，一个人几百把ak就占山为王真把人大牙都笑掉了
最后麻烦帮我问问东亚相互帮助相互扶持相互团结就可以战胜美帝碾压欧洲锁死俄罗斯的道理你们国家有几个猴子懂。

狭隘，无知，无耻",24853041,Coo-Bester,保密
不是不自信，是确实很多双面人，这个需要一定辨识能力,195256147,梦中的杏子,保密
"否定中华文化是不自信这没得说。但能否认为强夸中华文化是自信这有待商榷。而从洋人那里得到夸奖感到骄傲，这是洋人那讨来的自信还是由本民族自发的自信，这更是存疑。
最后，为什么越南人都能讨论我等的自信了？",185445848,果酱不国酱,保密
你还是说越南话吧，好像在读稿子在念,171948074,风影9527,保密
哼，不是因为中国没有文化自信，是因为全世界都在针对中国,383935743,僵尸多穿衣服,保密
"说中国好和文化自信有关系？我们只是讨厌那些恶心的奉承话。
关于文化，我们是唯一传承了5000年文明的国家，当年我们的祖先去交趾郡的时候，那里还是一片原始森林，于是我们用来流放犯罪者。
关于“越”这个字，我们中国是读音同，字意不同，字同词意不同。百越是指山民的意思，和东南亚矮黑人没有任何关系。而且清朝之前没有越南这个国家。
如果说字相同你们就要扯在一起，那波兰、英格兰、荷兰、按照你们的逻辑它们是一个国家？尼泊尔和尼日尼亚是一个国家？越南和南非是不是也是一个国家？
你们要搞清楚，在中国统治安南之前，现在越南国土上是没有任何一个国家存在的。",375845095,个人意见不喜勿喷,男
不是我们不自信，是有人想恰烂钱不劳而获！,275708961,玉汝于成plus,保密
标题和这个up给别人的回复让我对她这个越南人呵呵,106842664,想到处逛逛,保密
胡志明:宁闻法国屎，不吃中国羹,349278635,覃_叔,男
这小姐姐是盲人吗，还是旁边有人举着牌子照着稿子念？,14666552,此用户名太受欢迎,保密
猴子你好，猴子再见🐒,206248465,byqsch,男
拍马屁拍尬的，就是财富密码[doge]👊,239437465,不为人知的元谋人,男
宁也泰美了8！,180169335,超级阔以,保密
穿上不要觉得羞耻，那些指责的人我倒是要问问他们是不是汉族，跪西方文明的西装革履久了，站不起来了,1311388,穗秽,男
这就是女一号的颜值吗,21956491,眉如裁月,男
我要取关了，这么完美的女孩子居然不能是我女盆友,4540151,风之旅蛙,男
我就住在平江路，天天穿着汉服出去炸！这条街都快被我炸烂了[呆][呆][呆],8693175,不爱吃鱼的猫咪,保密
国风美少女平胸是标配[呆][呆],53422521,腋毛及腰萌萌,保密
越看越像刘涛！穿这身去上班敢不敢？[粽子],193385391,钟爱M10的李先生,保密
"总有人讽刺现在的汉服在古代穷人根本穿不起，只有有钱的富人才能穿。
我就想问现在的西装以前难道不也是西方贵族才穿的起吗？",11796067,千秋青玄,保密
"有佳人兮，眉黛如画，眸含秋水，肤如凝脂，杏面桃腮，微施粉泽，若仙子临尘，国色天香。
伊泛扁舟，俏然而立，玉体迎风，云髻峨峨，衣袂飘飘，似空谷幽兰，撩人心弦。
唉，今夕何夕，见此良人，亦当足矣。
……以上都是废话，小姐姐好生俊俏，不知可有良配？若有机会，花前月下，共赏秋夜，可好？[吃瓜][吃瓜]",50836113,柳生よ,男
up在是哪？在哪租的呢？,73693419,luna的老年生活回忆录,女
"抖音快手里有穿这款和黑人调情的，[笑哭]
我已经没法直视这一款汉服了。[捂脸]",12193175,火色の焰焰,保密
我可以！,242657700,木卯啊,保密
汉代贵族服饰---汉服,53299109,维自渡,保密
超美！喊破喉咙[大笑],335574465,溪中日月,女
好美！,365869319,呼呼哈哈早睡早起,保密
这里这里出视频里同款般若！！！低价出！！,27613088,CN白米砸,女
似一朵轻云刚出岫,234787106,音乐de魅力,保密
云仔你也太可爱了吧,323042784,科学家y,保密
我在想换了我穿的话感觉好羞耻啊[抠鼻],55138506,梦在诺坎普messi,男
美滴很[粽子],61419715,酒有主人,保密
明天面试，希望上岸。,44178341,讲道理的虎,保密
说的太好了，投币支持，感觉要刷完你所有的的视频了,271548381,乒乓Y,男
大家面试前真的要注意饮食啊，昨天在外面逛路过一家奶茶店买了奶茶，结果喝完就肚子不舒服，恶心呕吐心悸，现在还没缓过来呜呜，下午就要去考场了，给自己打个气[奋斗],195281347,樱花樱樱樱樱樱樱,保密
想了半天，发现自己没有可填的内容[大哭],66006523,楼兰与我,保密
赶来给up打call[打call],6817573,电阻很大,女
为什么没有课代表,506572194,bili_66202256508,男
蹭蹭up的答题光环[害羞],195281347,樱花樱樱樱樱樱樱,保密
[支持],350236703,安风又来撩东东了,保密
up太棒了,45471769,渣渣要自律,保密
[星星眼],431785141,现应如是,女
赞,336280879,蓉大大大大大1234567,保密
明天面试[大哭][大哭],242645586,采芹人か,女
求求你了别发了！年纪轻轻不懂武德[doge],74926919,白酒配头孢专治你的骚,保密
09年，公知爆发的年代，能发出这样的声音，不容易,37536291,岭南橙,男
提个建议，司马南老师可以建立一个收藏夹，比如09年讲座这些视频收藏在一个里面，到时候观众看的时候直接收藏夹里面看就可以了，还有往期嘉宾的也可以收藏在一个嘉宾的收藏夹，这样更加方便[打call][打call][打call],4977975,好爱希特莉,男
09年能有这样的理解，真的是难得！,25967019,喜欢回忆的的老年人,保密
司马大爷当年说话中气比现在足多了,2288912,十六夜梓,保密
大爷，珍惜身体啊，早点休息,386224989,香香香香香香取,男
饮冰十年，难凉热血,44769478,思如晤,男
新的一天开始了，空军节到了，你们好啊[doge],111199692,黑芝麻糊之蛇,保密
政委：你看非洲那个穷地方搞选举，以为一个投票就能解决全部，投票能解决什么。只有工业化才能给他们带来就业，带来教育，带来财富。相信投票选举就能解决一切这是什么，这是邪教，不干活，不就业，吃不上饭，读不上书，光靠一个投票选举，这不是邪教这是什么？（原话记不清，大致这个意思）,281170914,水到趋成,保密
我看的明明白白的 这哪里是普通的小老头嘛[doge],31066425,橘色的猫猫头,男
嘿，这帮人都去双11抢购了，我沙发了，前排听课。,251376179,B站督察刘警官,保密
我是撕马男，专撕无良资本家。,389809553,山东撕马男,男
"营销号的更新频率，质量却都高的离谱
这。。。就是圣雄肝帝吗？",320801667,保持不淡定,保密
对司马南、郑强、艾跃进这样讲课激情澎湃、不发违心之论、敢于说真话的老师表示尊敬！[打call][打call][打call],242189687,别叫朕少爷,保密
时间过得好快啊，老师视频里好年轻,523726325,吸血鬼猎人X,保密
司马老师对美式民主理解得透彻，现在看来，真的厉害👍。,32242582,猫头鹰说,男
09年观点很强硬，不愧是大佬 看的都远,141275993,魔法少女age初音,女
弹指已过十一载，但见青丝变白发,16609163,不安定因素X,保密
厉害， 刚双十一淘宝抢过货就发现更新 了，你不讲武德 我左手一个赞 右手一个收藏 再给一个币 不能不讲武德[doge][doge][doge],141275993,魔法少女age初音,女
谎言重复千遍就是真理，真理只在大炮的射程之内，胜者拥有一切，这就是西方文化,703132434,ALLINON,男
我的祖国已经越来越显现出浮躁，狂热，悲哀，迷茫的气息。社会在 财富的迅速积累下，糜烂与堕落，各级州政府处处想着与民争利，社会两极分化异常严重。富人们肆无忌惮的忘乎所以 ，穷人们走投无路般的苟延残喘，青年人的思想在社会的约束中扼杀——列宁,422679728,墨染风月客,保密
找不到心灵归宿了，国内动荡，地主盘剥，统治阶级软弱，劳动阶层无能为力，人活着没有目的性，还不如择取一个新的信仰，重新建立起自己的自信心，,86691984,露拉慕斯,保密
民国时期的洋 鬼子最王 八蛋,297730674,有时抽风的兔子,男
现在不也是嘛？还记得前几年有人还说要求废除农历新年改用元旦和圣诞的闹剧嘛？还记得那个说宁过万圣鬼节，不过清明，中元，冬至的香蕉人嘛，历史总是在不断的循环重复,624290952,冷门佳作越来越多,保密
多研究经济结构和地缘政治吧，民族问题和文化问题归根到底是要回到这上面的，理性一点，现在的问题看着糟的没想的那么糟，看着好的亦没想的那么好,88178231,flanker侧卫,保密
教主啊，可我觉得现在也[翻白眼],23523141,你们不知道的事太多,保密
不下雨，地发干，都是教堂遮住天[doge],326454226,莎剧亨利五世,男
不问苍生问鬼神的事情多了去，中国历朝历代都不少啊,351660502,袖里乾坤一浮沉自知,男
舔白人甚至是黑人，还是自我的不自信，我感觉通过这次疫情也能增长新一代的民族自信心。,480224679,小渡-鴉,保密
素质说白了都是虚的，人心照样是各种各样的,71531307,子樂LE,男
😂同在日留学，根据我经验，这视频要是火了，马上就有键盘留学的大佬跑来和你对线,735968,格拉摩根保皇派,保密
说实话，14亿才出了不到100个害群之马，我是真的佩服！,5892045,阿龟不说话,男
中国人要自强 自信啊,71538626,游隼先生,男
日本人素质并不高从这次疫情就能看出来,515994406,怼天怼帝,保密
建议对抖音宣传宣传，我不讨厌抖音，但是那里对日本是在是夸过头了。,32977198,傍晚起床,男
能在抖音发吗？抖音太多精日视频，底下一大堆带节奏的,472643044,bili_56963029836,保密
严谨来说，日本人素质高应该叫虚伪且有礼貌，这是一枚硬币的两面。[思考][思考][思考],29475564,一千个up主的黑历史,保密
我们毕竟14亿人，肯定会有素质不高的，但是那些张口就上升到民族层面的人就是傻缺，张口闭口中国人素质差,457059401,杨杨杨吊逢,保密
有些媒体还有害人营销号希望管一管呀，看看搞出多少香蕉人和公知啦!微博都碉堡了……,194607693,布尔什维克主义接班人,女
也就B站敢有人发这些。QQ看点还是别的地方。敢说日本人的不好立马变成理智疯狗。疯狂撕咬。钓鱼岛小朋友看不见。殊不知当年侵华战争他的先人被武士刀开膛破肚。,55329320,网吧老板不是人,保密
日本人素质高是这个世界上最大的笑话,412960975,布尔什维克苗,保密
我喜欢看日本动漫就图个乐，看完了它是怎样就怎样,146871222,鹤翅袖,保密
中国的媒体现在越来越没有道德底线了，实话实说～,12546340,暗幽萌,男
