marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vines,Impact_factor,review_headline,review_body,total_words,words_number,review_date
US,15276261,RPUGWP0LCC28K,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Perfect for apartment living,I bought this for an easy to use microwave for my elderly parents. They love it and use it way too much now.,"['microwave', 'Perfect', 'for', 'now', 'too', 'to', 'my', 'use', 'They', 'love', 'easy', 'and', 'much', 'bought', 'an', 'elderly', 'apartment', 'this', 'parents', 'I', 'it', 'living', 'way']",23,9/21/2014
US,10758004,R2KFL3P1EFTHTJ,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Four Stars,"Powerful for it's size, fits anywhere (especially above refrigerator).","['Stars', 'size', 'refrigerator)', 'Four', '(especially', 'Powerful', 'anywhere', 'for', ""it's"", 'fits', 'above']",11,9/20/2014
US,11707771,R1JWFHW000EXOJ,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,2,2,N,2.0,Great buy for the money,Hard to beat for the price. Bought this for a temporary living situation and couldn't ask for more for the price. As an older person the only improvement would be larger buttons for the start/stop but that would add cost. Cooks fast and is an excellent choice.,"['choice', 'temporary', 'Great', 'Bought', 'fast', 'is', 'the', 'for', 'ask', 'would', 'excellent', 'start/stop', 'buy', 'but', ""couldn't"", 'improvement', 'be', 'situation', 'to', 'cost', 'that', 'money', 'more', 'buttons', 'larger', 'only', 'and', 'add', 'an', 'Cooks', 'beat', 'this', 'price', 'a', 'Hard', 'person', 'living', 'As', 'older']",39,9/16/2014
US,24290806,R21ZHN7HZQ4DT0,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,1,9,10,N,8.0,Unless you're willing to go thru the tedious process of properly preparing AND PRIMING,"I have extensive experience in refinishing metals; it is difficult to get paint to adhere to aluminum.<br />I power-sanded the entire interior down to bare metal.<br />Contrary to the LABEL claims, THIS PAINT DOES NOT ADHERE TO BARE METAL!!<br />Once dried, it scrapes off with your fingernail.<br />Q: The factory paint failed despite having been primed so how could this paint work with No Primer??<br />A: IT CAN'T!<br />If I were to repeat this process, I'd have first primed it with a high-temp, self-etching automotive primer.<br />Maybe then there'd be a prayer of success...<br />Bottom Line: Unless you're willing to go thru the tedious process of properly preparing AND PRIMING, DON'T WASTE YOUR TIME OR MONEY ON THIS PRODUCT.<br />PS:  (2) Cans are required to adequately refinish the entire interior","['The', 'willing', 'self-etching', 'thru', 'with', 'TIME', 'claims', 'of', '/>A:', 'have', 'down', 'first', 'refinishing', 'difficult', 'properly', 'ADHERE', 'TO', '/>Bottom', '/>Contrary', 'in', 'experience', ""there'd"", 'metals;', 'are', 'preparing', 'MONEY', 'OR', 'entire', 'a', 'PRIMING', 'I', 'process', '/>I', 'it', 'automotive', 'been', 'dried', 'how', 'your', 'off', 'YOUR', 'refinish', 'DOES', '/>Q:', 'despite', '/>PS:', 'get', 'THIS', 'to', 'required', 'failed', 'fingernail<br', 'WASTE', 'prayer', 'tedious', 'No', 'repeat', 'Primer<br', '(2)', 'so', 'go', 'primer<br', 'could', 'aluminum<br', '/>Maybe', 'work', 'interior', 'ON', ""CAN'T<br"", 'Cans', 'paint', 'then', 'LABEL', 'Line:', ""you're"", 'having', 'metal<br', 'primed', 'AND', 'extensive', 'METAL<br', 'BARE', 'NOT', 'scrapes', 'PRODUCT<br', '/>If', 'is', 'the', 'factory', '/>Once', 'high-temp', 'bare', 'power-sanded', 'be', 'adequately', 'IT', 'Unless', 'this', 'adhere', 'success<br', 'were', 'PAINT', ""DON'T"", ""I'd""]",104,9/14/2014
US,52247025,R125HPYFQA8JKV,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,Great product for the money.,"['Stars', 'Great', 'for', 'Five', 'the', 'money', 'product']",7,9/13/2014
US,27322559,R29V2MIP5U8S8Z,B0058CLNBU,544821753,samsung smh1816s 1.8 cu. ft. stainless steel over-the-range microwave,Major Appliances,5,0,1,N,-1.0,but fits nicely over the range,"Looked large in the box, but fits nicely over the range.  Looks great and works great.  Has met all expectations and for a lot less than other microwaves for more.","['works', 'microwaves', 'the', 'for', 'lot', 'but', 'large', 'all', 'than', 'less', 'Has', 'met', 'more', 'nicely', 'in', 'Looks', 'and', 'box', 'expectations', 'other', 'great', 'over', 'a', 'fits', 'range', 'Looked']",26,9/12/2014
US,41799639,R16V54BMMQVX29,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Five Stars,Great price easy to use,"['Stars', 'price', 'easy', 'Great', 'to', 'use', 'Five']",7,9/12/2014
US,34760180,RYDRY2GX0USZV,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,0,N,1,Four Stars,Great for Dorm rooms,"['Stars', 'Four', 'Great', 'rooms', 'for', 'Dorm']",6,9/12/2014
US,51173911,R1RGAFRSVLSSSX,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,4,2,2,N,2.0,Good Value in a stainless microwave!,"This is a beautiful microwave that happens to match all our other appliances. I bought it to replace a Samsung that had burned out. It does an adequate job but the food, cooked for the same length of time is not as hot as with the Samsung. Each microwave had the same power but the Samsung was more powerful. I should add that it was also more expensive! The Whirlpool is a good buy!","['The', 'job', 'microwave', 'does', 'same', 'is', 'the', 'This', 'for', 'replace', 'with', 'expensive', 'but', 'also', 'buy', 'burned', 'all', 'match', 'should', 'to', 'Samsung', 'Good', 'cooked', 'Whirlpool', 'that', 'of', 'time', 'powerful', 'more', 'was', 'good', 'in', 'out', 'as', 'hot', 'power', 'length', 'other', 'bought', 'adequate', 'It', 'Each', 'add', 'an', 'our', 'Value', 'a', 'I', 'happens', 'it', 'food', 'stainless', 'beautiful', 'not', 'had', 'appliances']",56,9/11/2014
US,48889389,R2EAH2FUVZ71JB,B007XZ8FNO,565072108,lg over-the-range microwave oven with 300 cfm venting system,Major Appliances,1,4,4,N,4.0,I won't buy appliance online again.,Appliance was the right one to match my other appliances but did not work on power up. There is not a service tech that is backed by the company seller. So it had to be sent back. My money was refunded pronto but I would rather have the applince,"['right', 'Appliance', 'work', 'applince', 'backed', 'is', 'the', 'seller', 'would', 'but', 'buy', 'be', 'match', ""won't"", 'did', 'to', 'my', 'pronto', 'So', 'that', 'money', 'again', 'have', 'appliance', 'tech', 'online', 'one', 'was', 'My', 'company', 'power', 'other', 'There', 'on', 'by', 'back', 'a', 'I', 'had', 'sent', 'it', 'refunded', 'service', 'not', 'rather', 'up', 'appliances']",47,9/7/2014
US,25965699,RZKM3551JXN69,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,1,N,1.0,works great. Quiet and powerful,"impressive for the price,works great. Quiet and powerful. opening the door is two handed sometimes but a good value.","['works', 'door', 'priceworks', 'is', 'for', 'the', 'sometimes', 'but', 'powerful', 'impressive', 'good', 'and', 'Quiet', 'two', 'handed', 'opening', 'great', 'a', 'value']",19,9/6/2014
US,23061354,R2R34MPQP9G5MD,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,Everything is good so far,Everything is good so far. The price was low and I didn't know the brand. But took a chance. I have had no problmns.,"['The', 'But', 'chance', 'is', 'the', 'far', 'have', 'was', 'no', 'good', 'know', 'and', 'brand', 'problmns', ""didn't"", 'so', 'price', 'a', 'I', 'low', 'Everything', 'took', 'had']",23,9/4/2014
US,37146166,R1WR75PSD62OOR,B0073YCGPI,731025324,whirlpool wmh31017aw microwave,Major Appliances,5,1,1,N,1.0,Five Stars,A very nice product! I especially like the night light.,"['Stars', 'A', 'I', 'the', 'Five', 'especially', 'nice', 'very', 'night', 'like', 'light', 'product']",12,9/4/2014
US,3853682,R2N85EZCY74DGM,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,1,The product delivers,"Great!  seems to be holding up just fine.  I sanded and cleaned the area as directed and put on several coats, allowing the paint to dry in between coats. I finished it off with a light sanding using extra fine sand paper. The color is slightly off, but otherwise it looks and feels like new.  I also have plenty left should I need to touch.","['The', 'dry', 'Great', 'paper', 'sanded', 'feels', 'is', 'the', 'with', 'seems', 'off', 'but', 'also', 'like', 'be', 'should', 'plenty', 'to', 'touch', 'paint', 'color', 'using', 'extra', 'have', 'several', 'in', 'and', 'as', 'between', 'holding', 'new', 'slightly', 'need', 'sanding', 'coats', 'light', 'otherwise', 'on', 'fine', 'directed', 'delivers', 'a', 'I', 'put', 'sand', 'finished', 'looks', 'it', 'left', 'area', 'cleaned', 'just', 'up', 'allowing', 'product']",55,9/3/2014
US,23277043,R1SK73HDWIV2ZJ,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,1,14,20,N,8.0,We installed this microwave three months ago and it was ...,"We installed this microwave three months ago and it was working well until several days ago when we set the convection bake to heat at 375 degrees and after 15 minutes the device completely shutdown.  It has completely died.  I set up an evaluation and repair with GE (between 8 - 12 am) and by 11 30 am, they still hadn't showed up and I needed to leave for the office.  BTW, I had a similar experience when I scheduled a repair for my GE washer.  I will never by GE again!  After 3 months, to have problems with a brand new appliance is unacceptable.","['we', '30', 'with', 'am)', 'We', 'leave', 'have', 'until', 'several', '15', 'working', 'scheduled', 'brand', 'days', 'and', 'experience', 'by', 'convection', 'a', 'I', 'it', '(between', 'installed', 'needed', 'repair', 'completely', 'three', 'to', 'GE', 'appliance', 'was', 'new', 'after', ""hadn't"", 'BTW', 'showed', 'am', 'office', 'problems', 'heat', 'had', 'evaluation', '3', 'for', 'device', 'never', 'will', 'they', 'my', 'well', 'degrees', 'again', 'shutdown', 'unacceptable', 'an', '-', 'washer', 'up', '11', 'when', 'microwave', 'is', 'the', '375', 'has', 'died', '12', 'still', 'It', '8', 'this', 'months', 'set', 'at', 'ago', 'minutes', 'bake', 'similar', 'After']",79,9/3/2014
US,42218424,R19CK8VFWCUZG,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,2,3,4,N,2.0,Cheapy door and button panel-- returning,"Door doesn't open when you hit the button, you have to hold the button in with one hand and then pull the door open with a 2nd hand.  Buttons are cheapy, just a cardboard panel (comes with a 2nd cardboard panel in French to swap out).  Seems like it heats OK, but the door is a deal breaker.  I'm returning it (I've never returned anything from Amazon, but I hate it that much).","['Buttons', 'hate', 'door', 'cardboard', 'is', 'the', 'returned', 'you', 'with', ""(I've"", 'but', 'like', 'never', 'cheapy', 'hand', 'Cheapy', ""I'm"", 'to', 'OK', 'hold', 'much)', 'from', 'that', 'then', 'returning', 'have', 'one', 'anything', 'in', 'and', 'out)', 'Amazon', 'open', 'Seems', 'are', 'pull', 'panel', 'heats', 'deal', 'hit', 'a', '(comes', 'breaker', 'I', 'it', 'French', ""doesn't"", 'just', 'button', 'swap', 'panel--', 'when', 'Door', '2nd']",54,9/2/2014
US,47010929,R1AAPM6CPT575Q,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,4,1,2,N,1,Space saving and works...,Works great and saves space in our tiny kitchen.  It's small though - cannot fit anything larger than a dinner plate or taller than a large coffee mug.,"['or', 'space', 'works', 'dinner', 'Space', 'large', 'saving', 'than', 'kitchen', 'Works', ""It's"", 'cannot', 'larger', 'anything', 'in', 'and', 'saves', 'though', 'great', 'our', '-', 'mug', 'a', 'taller', 'fit', 'small', 'tiny', 'coffee', 'plate']",29,8/31/2014
US,40323761,R1ZW5IK60I5UKH,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,4,2,2,N,2.0,Did the job and has held up even after a ...,Did the job and has held up even after a year of use; it has extended the life on the microwave.,"['has', 'year', 'job', 'Did', 'held', 'and', 'microwave', 'a', 'use;', 'life', 'the', 'of', 'it', 'even', 'after', 'up', 'extended', 'on']",18,8/30/2014
US,30623552,R24WXOHCH3DPTT,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,Major Appliances,4,0,0,N,1,Exactly what I needed to repair my microwave at about ...,Exactly what I needed to repair my microwave at about a 1/4 of the price that most appliance parts retailers wanted.,"['microwave', 'needed', 'the', 'repair', 'to', 'parts', 'my', 'that', 'of', 'appliance', '1/4', 'most', 'what', 'wanted', 'retailers', 'Exactly', 'price', 'a', 'at', 'I', 'about']",21,8/30/2014
US,15652690,R14KLU6IY5CNTL,B001QFYDSI,295520151,sharp microwave drawer oven,Major Appliances,1,11,13,N,9.0,DO NOT BUY,"SO DISAPPOINTED!! Bought this July 2013 and our kitchen was not ready yet, so we didn't put it in until a few months ago and it worked fine- we probably used it only couple dozen times and my husband went to warm up our daughters food Wednesday and NOTHING! Completely &#34;dead&#34;! Will not turn on, no buttons works, etc.<br /><br />This is extremely disappointing and our warranty was up July 2014!!<br /><br />This is why you do not spend $800 on a microwave and I will NEVER purchase a SHARP product ever again!!!!!!<br /><br />Totally sad and disappointed.","['used', 'we', 'ever', 'until', 'husband', 'Wednesday', 'in', 'and', 'warranty', 'NEVER', 'yet', 'a', 'put', 'I', 'it', 'again<br', 'times', 'food', 'product', 'Bought', 'Will', 'turn', 'to', '2013', 'was', 'no', 'sad', 'disappointing', 'went', 'few', 'so', 'probably', 'daughters', 'Completely', 'you', 'DO', '/><br', 'will', 'kitchen', 'disappointed', 'my', 'fine-', '&#34;dead&#34;', 'only', 'SHARP', 'ready', 'do', 'our', '/>Totally', 'July', 'spend', '2014<br', 'up', 'NOTHING', 'NOT', 'works', 'microwave', 'is', '$800', 'why', 'dozen', 'DISAPPOINTED', 'worked', 'buttons', '/>This', 'warm', 'couple', 'BUY', 'extremely', ""didn't"", 'purchase', 'on', 'this', 'months', 'ago', 'not', 'etc<br', 'SO']",78,8/29/2014
US,2703548,R1V2KT1FCF466O,B0055UBB4O,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,3,0,2,N,-2.0,Three Stars,ok,"['ok', 'Stars', 'Three']",3,8/28/2014
US,14694178,R10L5LKFPRBOV7,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,0,N,1,It's easy to use,"It  works very  well. It's easy to use. It' runs quieter then our old one.  And  it heats and reheats everything we want. The only thing I notice is it's very  light weight. It tips easily, if you lean on it.","['The', 'works', 'weight', 'we', 'is', 'you', 'very', 'tips', 'want', ""It's"", 'to', 'well', 'use', 'then', 'runs', 'if', 'one', 'quieter', 'only', 'easy', 'and', 'old', 'everything', 'It', 'notice', 'And', 'light', 'on', 'heats', 'lean', 'our', 'easily', 'reheats', 'I', ""it's"", 'it', 'thing', ""It'""]",38,8/28/2014
US,43702253,RVEIBNEAH17P4,B000UW1WW8,242727854,profile 2.2 cu. ft. countertop microwave w/child lockout and extra large,Major Appliances,4,0,1,N,-1.0,"Good, so far","This was rated fairly high by Consumer Reports, and usage over the past month or so has borne that out. It is roomy and it cooks fairly evenly and quickly. The basic controls are fairly intuitive, though apparently I have to set the power level before I set the cook time, rather than the other way around the way it was on my previous microwave. The special features, like the warm up with sensors that shuts off when the food starts to steam, are things that I don't seem to be able to get the hang of. After playing with the inverter defrost button and keypad, I was able to start using that in the cooking of certain frozen convenience items. I don't like the push button opener; I think that is what will break first, and then I won't be able to open the door. I do not regret the purchase so far. If the machine lasts ten years like the prior microwave it will have been a great purchase.","['or', 'The', 'special', 'with', 'month', 'before', 'shuts', 'previous', 'Good', 'quickly', 'of', 'time', 'basic', 'have', 'first', 'in', 'and', 'out', 'Reports', 'open', 'ten', 'are', 'by', 'over', 'machine', 'controls', 'a', 'I', 'it', 'items', 'food', 'way', 'button', 'inverter', 'been', 'think', 'prior', 'This', 'level', 'off', 'past', 'than', 'get', ""won't"", 'to', 'start', ""don't"", 'keypad', 'apparently', 'was', 'opener;', 'around', 'able', 'rated', 'though', 'so', 'roomy', 'playing', 'years', 'rather', 'regret', 'door', 'convenience', 'features', 'starts', 'hang', 'far', 'will', 'my', 'then', 'using', 'high', 'certain', 'Consumer', 'break', 'borne', 'other', 'do', 'cook', 'cooking', 'frozen', 'If', 'up', 'when', 'sensors', 'push', 'microwave', 'intuitive', 'is', 'the', 'like', 'be', 'has', 'steam', 'that', 'lasts', 'usage', 'seem', 'defrost', 'things', 'cooks', 'fairly', 'power', 'what', 'warm', 'It', 'purchase', 'on', 'great', 'set', 'not', 'evenly', 'After']",113,8/27/2014
US,51015858,R3CU5RD6Q0ML5T,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",Major Appliances,5,0,0,N,1,Whirlpool Microwave,I have a small kitchen. This fit perfectly in a corner on the counter. It looks super cute and I have received several compliments.,"['Microwave', 'compliments', 'the', 'This', 'received', 'kitchen', 'Whirlpool', 'have', 'perfectly', 'several', 'in', 'super', 'and', 'corner', 'It', 'counter', 'on', 'a', 'I', 'fit', 'small', 'looks', 'cute']",23,8/25/2014
US,12020776,R3QCD7ER70ESKO,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,1,1,4,N,-2.0,One Star,It did not work upon arrival,"['arrival', 'did', 'work', 'upon', 'Star', 'It', 'not', 'One']",8,8/24/2014
US,53029262,R2IXO20AEH99OC,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",Major Appliances,5,1,1,N,1.0,Compact.,"It's small, and fits perfectly in a corner. Microwaves things.","['things', 'in', 'and', ""It's"", 'a', 'corner', 'Microwaves', 'small', 'fits', 'Compact', 'perfectly']",11,8/24/2014
US,15685418,RBD01D4YPZVWX,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,1,1,N,1.0,"For the price it a nice unit, easy to use etc","For the price it a nice unit, easy to use etc. Only negative is the door  latch button is hard to push/open","['push/open', 'door', 'is', 'the', 'etc', 'negative', 'hard', 'to', 'use', 'For', 'easy', 'Only', 'price', 'unit', 'a', 'it', 'nice', 'latch', 'button']",19,8/24/2014
US,15394337,R30DKM7GZ7L0L5,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,1,N,-1.0,"Works great, Just the right size","I just got it today, Works great, Just the right size, Just the right price<br /><br />You could not get a better one for this price.","['/>You', 'right', 'today', 'the', 'for', '/><br', 'get', 'size', 'Works', 'price<br', 'Just', 'better', 'one', 'great', 'this', 'price', 'a', 'I', 'it', 'just', 'not', 'got', 'could']",23,8/20/2014
US,2691086,RJ9P1K599OVVI,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,0,2,N,-2.0,fit into my small kitchen just fine.,"Not very big, fit into my small kitchen just fine.","['fine', 'Not', 'kitchen', 'my', 'fit', 'big', 'small', 'just', 'into', 'very']",10,8/20/2014
US,48096313,R2VP9M9V6F1WH2,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,Major Appliances,5,0,0,N,1,Five Stars,as described,"['Five', 'Stars', 'described', 'as']",4,8/19/2014
US,20559989,RNLNH2HXF98MS,B005JA0AII,155528792,ge cvm1790ssss cafe 1.7 cu. ft. stainless steel over-the-range microwave - convection,Major Appliances,3,0,1,N,-1.0,Received with damages in the back and on the sides ...,"Received with damages in the back and on the sides. Contacted seller with no response. I needed a microwave so I didn't return the item. It is overpriced, but I was desperate because my old microwave stopped working. I gave it 3 stars because I think this is a refurbished item that shouldn't be claimed as new. Also, the handle is made of plastic, not stainless steel as it appears to be. The Tape (made to look like stainless steel), keeps peeling from the heat of the range, and exposing the plastic more everyday. I have had this microwave for 8 months now, and half of the tape wrapped around the plastic handle is gone. It is functional, but looks really tacky.","['Also', 'The', 'peeling', 'stars', 'plastic', 'with', 'now', 'everyday', 'tacky', 'from', 'of', 'have', 'working', 'functional', 'exposing', 'in', 'and', 'Contacted', 'stopped', 'a', 'I', 'it', 'think', 'needed', 'seller', 'item', 'to', 'refurbished', 'return', 'no', 'was', 'around', 'old', 'gave', 'new', 'so', 'steel', 'half', 'looks', 'range', 'claimed', 'heat', 'Tape', 'had', 'sides', '(made', '3', 'for', 'response', 'but', 'handle', 'my', 'keeps', 'more', 'as', 'gone', 'made', 'look', 'Received', ""shouldn't"", 'microwave', 'desperate', 'is', 'the', 'really', 'because', 'like', 'be', 'steel)', 'that', 'wrapped', 'appears', 'damages', 'overpriced', 'It', ""didn't"", 'on', 'back', 'this', '8', 'months', 'stainless', 'not', 'tape']",84,8/19/2014
US,49381721,R1Z9JF4GYQ50MS,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,4,1,1,N,1.0,Works as advertised.,"This little sucker has been heating up our food reliably for going on a year. It fit into a cabinet space that no other microwave could fit into. Yeah, it's a little underpowered, but you get used to that.<br /><br />It fits a whole plate, which is nice, but sometimes if you have a larger item it will catch against the wall and not rotate. Full-size popcorn bags have this problem for example.<br /><br />But overall, great option if you need a microwave to fit into a very small space.","['been', 'used', 'space', 'microwave', 'reliably', 'underpowered', 'is', 'for', 'This', 'the', 'you', 'sometimes', 'overall', '/><br', 'very', 'but', 'option', 'item', 'will', 'rotate', 'Full-size', 'has', 'get', 'year', 'Works', '/>It', 'to', 'catch', 'that', 'have', 'bags', 'advertised', 'if', 'heating', 'larger', 'example<br', 'no', 'Yeah', 'as', 'and', 'problem', 'going', 'sucker', 'other', 'which', 'need', 'It', 'into', 'wall', 'on', 'popcorn', 'this', 'great', 'our', 'against', 'little', 'that<br', 'a', 'whole', 'fit', 'small', ""it's"", 'nice', 'fits', 'it', '/>But', 'food', 'not', 'up', 'plate', 'could', 'cabinet']",72,8/19/2014
US,47330599,R10MD4PFSKVX1T,B001DEI9LY,572011672,sharp microwave turntable ntnt-a117wrez,Major Appliances,4,0,0,N,1,Four Stars,This is a good turntable place fo rmy microwave perfect fit.,"['place', 'Stars', 'perfect', 'Four', 'good', 'microwave', 'turntable', 'a', 'fo', 'is', 'fit', 'This', 'rmy']",13,8/17/2014
US,43780329,RB8T19OI7RZK1,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,2,N,1,Pretty basic features,"This small microwave has worked well for my small kitchen. Pretty basic features, but has worked fine.","['fine', 'has', 'kitchen', 'microwave', 'features', 'my', 'well', 'for', 'This', 'basic', 'small', 'worked', 'but', 'Pretty']",14,8/16/2014
US,32764183,R1C0VG5UIYP8UX,B0073YCGK8,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",Major Appliances,1,10,12,N,8.0,WORST appliance I have EVER owned.,"Never worked well, intermittently stops working - then starts again.  I would have returned this in the first WEEK, but once this monster is hung on the wall, and it's made its first bag of popcorn, who keeps the shipping box??  It finally died after the fan would not turn off, now it's completely inert.  The only bright side is it will fit in my community's GARBAGE CANS.  This unit has been a frustration since installation.","['been', 'The', 'since', 'who', 'starts', 'hung', 'is', 'returned', 'the', 'fan', 'This', 'stops', 'would', 'owned', 'bag', 'off', 'but', 'WEEK', 'GARBAGE', ""community's"", 'will', 'frustration', 'now', 'completely', 'has', 'turn', 'my', 'keeps', 'well', 'died', 'of', 'then', 'have', 'again', 'first', 'worked', 'appliance', 'working', 'once', 'shipping', 'Never', 'in', 'and', 'only', 'box', 'bright', 'side', 'CANS', 'WORST', 'inert', 'installation', 'after', 'It', 'monster', 'wall', 'on', 'this', 'popcorn', 'made', '-', 'finally', 'unit', 'EVER', 'I', 'fit', 'a', ""it's"", 'it', 'its', 'not', 'intermittently']",71,8/14/2014
US,38768155,RZKGNEMPUEKMJ,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,Major Appliances,5,4,4,N,4.0,Perfect for us,"We purchased and installed this over the range microwave as a replacement for a 25 year old one.  This is Sharp is just perfect.  We required one with the recirculating feature because we have no way to vent it, and this type is not easy to find.","['perfect', 'microwave', 'Perfect', 'we', 'is', 'for', 'the', 'This', 'with', 'feature', 'because', 'purchased', 'We', 'year', 'to', '25', 'have', 'Sharp', 'us', 'required', 'one', 'find', 'no', 'recirculating', 'and', 'as', 'type', 'old', 'easy', 'replacement', 'this', 'over', 'a', 'vent', 'it', 'range', 'installed', 'way', 'just', 'not']",40,8/13/2014
US,27059477,R2AKNCV4GRO3HY,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,2,N,1,Very Happy,"I just received this.  I was looking for the most compact microwave with the best reviews and this was it.  So far, I tried boiling a cup of water and fixed a baked potato.  It works just great.  Yes, I would recommend this.","['water', 'works', 'microwave', 'boiling', 'potato', 'best', 'for', 'the', 'Happy', 'far', 'with', 'would', 'received', 'just', 'cup', 'Very', 'So', 'of', 'reviews', 'looking', 'tried', 'was', 'and', 'most', 'fixed', 'Yes', 'baked', 'It', 'recommend', 'great', 'this', 'a', 'I', 'it', 'compact']",35,8/9/2014
US,41448230,RLBFS6RM93UUX,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,0,1,N,-1.0,Gets the job done at a great price,Gets the job done and it was a great price!,"['price', 'job', 'was', 'done', 'Gets', 'and', 'a', 'at', 'the', 'it', 'great']",11,8/8/2014
US,20332302,R3OVEUJ55AKNG2,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,4,1,1,N,1.0,works great. Figuring out how to warm without presets is ...,"As advertised, compact, works great. Figuring out how to warm without presets is kind of complicated. Not impossible however.","['works', 'how', 'is', 'kind', 'Not', 'to', 'of', 'complicated', 'advertised', 'out', 'warm', 'impossible', 'great', 'however', 'without', 'Figuring', 'compact', 'As', 'presets']",19,8/6/2014
US,39994541,R1ZRMHQTMEVEY7,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,4,0,0,N,1,it fits nicely,It fits nicely into the corner of the counter...doesn't take up as much counter space. But... it does not cook as fast as a large microwave but for popcorn and heating coffee it does just fine!,"['space', 'But', 'does', 'microwave', 'fast', 'the', 'take', 'for', 'but', 'large', 'of', 'nicely', 'heating', 'as', 'much', 'and', 'corner', 'It', 'counter', 'into', ""counterdoesn't"", 'popcorn', 'fine', 'a', 'cook', 'it', 'fits', 'coffee', 'just', 'not', 'up']",31,8/4/2014
US,8733867,R2YXQUCXH8M3NC,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,Major Appliances,5,1,1,N,1.0,Low budget great microwave,"Family is so busy with working and kids. When old microwave died right after moving and expecting a baby, money was very tight. My mom saw our needs and purchased this microwave as a surprise . This little thing is just right for our smaller kitchen..it reheat foods fast and works great . Family is very pleased.","['kids', 'right', 'works', 'microwave', 'busy', 'fast', 'is', 'for', 'This', 'moving', 'with', 'kitchenit', 'surprise', 'very', 'purchased', 'foods', 'died', 'money', 'baby', 'working', 'When', 'was', 'My', 'and', 'as', 'reheat', 'old', 'pleased', 'smaller', 'Family', 'budget', 'after', 'so', 'great', 'this', 'needs', 'our', 'little', 'expecting', 'a', 'mom', 'saw', 'Low', 'just', 'thing', 'tight']",46,8/3/2014
US,50897515,R1TS0D24NLO0SL,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,Major Appliances,5,0,0,N,1,From a creative genius mind!,The person who designed this should have won a prize! Makes the most of a small corner space and is more efficient; about 20% more efficient. Great purchase!,"['designed', 'The', 'space', 'who', 'Great', 'is', 'the', 'won', 'efficient;', 'should', 'mind', 'of', 'have', 'creative', 'Makes', 'efficient', 'more', 'and', 'most', 'corner', 'prize', '20%', 'purchase', 'this', 'a', 'From', 'small', 'about', 'genius', 'person']",30,8/3/2014
