整租 | 优尚公寓直租，近佐阾购物中心大润发，loft一房一厅,优城商务大厦,2680,https://sz.58.com/zufang/43561408828185x.shtml
整租 | 民乐翠园小区 3室2厅1卫,民乐翠园小区,3300,https://sz.58.com/zufang/45499727254542x.shtml
整租 | 盛世江南 2室1厅1卫,盛世江南,3400,https://sz.58.com/zufang/41663657713184x.shtml
整租 | 元芬新村 1室1厅1卫,元芬新村,2200,https://sz.58.com/zufang/45473340742698x.shtml
整租 | 东环花园 2室1厅2卫,东环花园,3500,https://sz.58.com/zufang/45500933851958x.shtml
整租 | 伽乐园 1室1厅1卫,伽乐园,2400,https://sz.58.com/zufang/44904052072744x.shtml
单间 | 创业花园 2室2厅2卫 主卧 西,创业花园,2000,https://sz.58.com/hezu/45500494505742x.shtml
整租 | 创业花园 1室1厅1卫,创业花园,2000,https://sz.58.com/zufang/45500440120234x.shtml
整租 | 整租元芬地铁站科学馆直达三房一厅家具家电齐全拎包入住,陶吓新村,3000,https://sz.58.com/zufang/45527410446488x.shtml
整租 | 都市家园旁 业主急租！精装修！家电齐全 大三房出租！,都市家园,3000,https://sz.58.com/zufang/45451284687745x.shtml
整租 | 6号线元芬地铁站 两房一厅 公寓直租 精装修 采光好,元芬新村,2600,https://sz.58.com/zufang/45262064123430x.shtml
整租 | 桂月路旁 写字楼园区的电梯楼 可办公停车方便,康淮物流园,2490,https://sz.58.com/zufang/43537035950721x.shtml
整租 | 百丽名苑 2室2厅1卫 2500元月 精装修 电梯房,百丽名苑,2500,https://sz.58.com/zufang/44424817041691x.shtml
整租 | 长湖地铁口滨河花园3房2厅2卫 精装修 物业完善 配,滨河花园,3000,https://sz.58.com/zufang/44800220885665x.shtml
整租 | 超大两房 看了都说好直租 可押一付一,陶吓新村,2699,https://sz.58.com/zufang/45417574390678x.shtml
整租 | 丰润花园90平大三房仅租3100元，有钥匙看房,丰润花园,3300,https://sz.58.com/zufang/45499865572537x.shtml
整租 | 大浪义务商品城楼上 盛旺家园3房 高楼层 精装修 拎,盛旺家园,4000,https://sz.58.com/zufang/45516712143237x.shtml
整租 | 观澜四号线地铁口长湖站，华盛观荟旁都市家园，家电齐全,都市家园,2400,https://sz.58.com/zufang/45475606162863x.shtml
整租 | 实图三合华侨豪华2室 电梯房 拎包入住 数量不多 采,三合华侨新村,2600,https://sz.58.com/zufang/45509251663670x.shtml
整租 | 民治天虹对面，榕苑正规两房诚心出租,榕苑,4000,https://sz.58.com/zufang/45052444462878x.shtml
整租 | 4号线沿线，整租直达福田罗湖南，户户采光好，独立厨房,白石龙一区,2800,https://sz.58.com/zufang/45478857004937x.shtml
整租 | 新田茗苑两房精装出租,新田茗苑,3000,https://sz.58.com/zufang/45510204844431x.shtml
整租 | 6号线直达福田两房一厅进地铁口 家电齐全，拎包入住,元芬新村,2000,https://sz.58.com/zufang/45323131679499x.shtml
整租 | 签约立减2000 民水民电免中介 地铁口精装修 拎包,创业花园,2199,https://sz.58.com/zufang/44500393553942x.shtml
整租 | 百丽名苑 2室2厅1卫  精装修 免费停车 随时看房,百丽名苑,2400,https://sz.58.com/zufang/45397460903946x.shtml
整租 | 5号线民治 大润发 押一付一两房一厅 沙吓村 电梯高,沙吓村,2200,https://sz.58.com/zufang/45296090163349x.shtml
整租 | 龙华观澜 精装3房 装修半年 首出租 中央空调 小区,百丽名苑,3000,https://sz.58.com/zufang/45508437094556x.shtml
整租 | 双地铁口旁！泰莱雅苑3房高楼层带3台空调，通天然气！,泰莱雅苑,2999,https://sz.58.com/zufang/45439749720759x.shtml
整租 | 民治红山上塘深圳北五和附近单间一房两房均匀拎包入住任,红山6979,2480,https://sz.58.com/zufang/45510692689468x.shtml
整租 | 龙华地铁口，富通天骏，居家温馨三房，业主诚心出租,富通天骏,4000,https://sz.58.com/zufang/45429398086836x.shtml
整租 | 整租 五号线 民治 水尾新村 品牌公寓 一房一厅 拎,水尾新村,2223,https://sz.58.com/zufang/45499911018119x.shtml
整租 | 红山地铁口创业花园精装修家私齐全采光好民水民电一房一,创业花园,2399,https://sz.58.com/zufang/45487614540448x.shtml
整租 | 星河COCOPark 地铁十号线雅宝站 精装 看房方,深圳龙溪山庄,3000,https://sz.58.com/zufang/45409865515192x.shtml
整租 | 润达圆庭 1室0厅1卫 2000元月 28平 精装修,润达圆庭,2000,https://sz.58.com/zufang/45487206330145x.shtml
整租 | 祥和山庄 1室厅1卫,祥和山庄,2300,https://sz.58.com/zufang/45136788040481x.shtml
整租 | 东泉新村 1室1厅1卫,东泉新村,2480,https://sz.58.com/zufang/45508652752176x.shtml
整租 | 东泉新村 1室1厅1卫,东泉新村,2500,https://sz.58.com/zufang/45508608211767x.shtml
整租 | 东泉新村 1室0厅1卫,东泉新村,2000,https://sz.58.com/zufang/45508564436509x.shtml
整租 | 陶吓新村 2室1厅1卫,陶吓新村,2250,https://sz.58.com/zufang/45476515103903x.shtml
整租 | 锦绣花园(龙华) 3室2厅1卫,锦绣花园(龙华),3600,https://sz.58.com/zufang/43683014759308x.shtml
整租 | 景华新村 3室2厅2卫,景华新村,4000,https://sz.58.com/zufang/45508161325473x.shtml
整租 | 龙军花园 1室厅1卫,龙军花园,2000,https://sz.58.com/zufang/37810778175779x.shtml
整租 | 南景新村 2室2厅1卫,南景新村,3000,https://sz.58.com/zufang/45486250563982x.shtml
整租 | 优尚公寓直租，近佐阾购物中心大润发，loft一房一厅,优城商务大厦,2230,https://sz.58.com/zufang/43561347327890x.shtml
整租 | 整租 清湖北地铁站300米 隔断一房一厅押一付一,大唐时代公寓,2300,https://sz.58.com/zufang/45273852844832x.shtml
整租 | 红山地铁口 创业花园 采光好 精装修名水民电家私齐全,创业花园,2399,https://sz.58.com/zufang/45430815274520x.shtml
整租 | 业主自住4号线竹村地铁站附近交通便利楼下有大型商超福,美佳华首誉,4000,https://sz.58.com/zufang/45519333075984x.shtml
整租 | 观澜地铁口旁，佳华领域广场带装修2居，业主诚心出租,佳华领域广场,2800,https://sz.58.com/zufang/45352689404209x.shtml
整租 | 龙塘村| 两房一厅|带大阳台,龙塘村,2200,https://sz.58.com/zufang/44357875168913x.shtml
整租 | 背靠公园，近地铁，旁边有菜市场，小区环境好，适合居家,金泽花园,3000,https://sz.58.com/zufang/45433816263942x.shtml
整租 | 近民治地铁站 精装两房 拎包入住 周边环境好 生活设,樟坑二区,3000,https://sz.58.com/zufang/45439832735794x.shtml
整租 | 民治地铁口 精装一房一厅 2500元月 带阳台 拎包,樟坑一区,2500,https://sz.58.com/zufang/45508298851228x.shtml
整租 | 4号线红山近地铁民水民电拎包入住精装修一房一厅220,创业花园,2209,https://sz.58.com/zufang/45454631397260x.shtml
整租 | 无中介 减1000 4号线 押一付一 民水民电 家电,龙塘新村,2099,https://sz.58.com/zufang/45110536502401x.shtml
整租 | 观澜 南木輋新村 近地铁 采光好 4室2厅2卫  电,南木輋新村,3600,https://sz.58.com/zufang/45429075595177x.shtml
整租 | 樟坑一区 2室1厅 2500元月 电梯房 60平,樟坑一区,2500,https://sz.58.com/zufang/45340840090284x.shtml
整租 | 精装一房一厅，家电齐全，拎包入住，业主诚心出租,大唐时代公寓,2000,https://sz.58.com/zufang/45489454961318x.shtml
整租 | 采光通风无遮挡 精装两室出租 家电齐全 干净整洁拎包,上丰花园,2980,https://sz.58.com/zufang/44655900304281x.shtml
整租 | 2.21 大阳台价格低金地上塘道1房1厅4000全齐,金地上塘道(一期),4000,https://sz.58.com/zufang/45296303169422x.shtml
整租 | 水斗超大两房带阳台带天然气,水斗新围村,2500,https://sz.58.com/zufang/45298524253826x.shtml
整租 | 白石龙地铁口 小区环境 户型美丽 精装修 配套设施齐,白石龙一区,2000,https://sz.58.com/zufang/45533553466026x.shtml
整租 | 近地铁阳台房 采光好  水电便宜 可押一付一,创业花园,2399,https://sz.58.com/zufang/45043846282664x.shtml
整租 | 出门有公交离4号线长湖站直线距离600米交通便利小区,金泽花园,3000,https://sz.58.com/zufang/45519839777300x.shtml
整租 | 碧家品牌公寓 民治地铁口 精装一房一厅 拎包入住 家,潜龙鑫茂花园(A区),2100,https://sz.58.com/zufang/44785591602819x.shtml
整租 | 深圳北站民治三地铁 精装配齐家电家私齐全电梯公寓带阳,沙元埔48栋小区,2000,https://sz.58.com/zufang/45397721197074x.shtml
整租 | 交通方便.有停车场室内家电全齐.可拎包入住,警备区龙华公寓,2500,https://sz.58.com/zufang/45508496696980x.shtml
整租 | 新田创新华庭两房出租2500,创新华庭,2500,https://sz.58.com/zufang/45454361197316x.shtml
整租 | 直租龙华区大浪六号线阳台山东站羊台山庄全新俩房家私齐,羊台山庄,2450,https://sz.58.com/zufang/45531649190558x.shtml
整租 | 龙华 观澜 珑门名苑 精装大三房 随时可看,阳基御龙山,3800,https://sz.58.com/zufang/45495686206499x.shtml
整租 | 樟坑三区 2室1厅1卫,樟坑三区,2380,https://sz.58.com/zufang/41734754856360x.shtml
整租 | 南景新村 2室1厅1卫,南景新村,3000,https://sz.58.com/zufang/45484035736239x.shtml
整租 | 玉翠新村A区 2室1厅1卫,玉翠新村A区,2000,https://sz.58.com/zufang/37866624284180x.shtml
整租 | 清湖铭泉 1室1厅1卫,清湖铭泉,2800,https://sz.58.com/zufang/45498556640773x.shtml
整租 | 锦绣新村 2室1厅2卫,锦绣新村,2200,https://sz.58.com/zufang/44829996927375x.shtml
整租 | 南兴汇 2室1厅1卫,南兴汇,2000,https://sz.58.com/zufang/42820067118601x.shtml
整租 | 东环大厦 3室2厅2卫,东环大厦,4000,https://sz.58.com/zufang/45519515549188x.shtml
整租 | 丰润花园 3室2厅1卫,丰润花园,3400,https://sz.58.com/zufang/37832179028509x.shtml
整租 | 盛世江南 1室1厅1卫,盛世江南,2200,https://sz.58.com/zufang/45383323252398x.shtml
整租 | 星河三期精装一房，业主诚心出租。,星河传奇,3900,https://sz.58.com/zufang/45366853344827x.shtml
整租 | 租房，单房，小区房，民水民电，天然气做饭,潜龙鑫茂花园(C区),2450,https://sz.58.com/zufang/44975179156241x.shtml
整租 | 4号线白石龙200米，拎包入住，随时看房，拎包入住，,白石龙一区,2500,https://sz.58.com/zufang/45478856731578x.shtml
整租 | 华盛观荟，四号线地铁口长湖站，天虹附近，一房一厅一卫,华盛观荟,2400,https://sz.58.com/zufang/45329909747973x.shtml
整租 | （楼下即是茜坑地铁）两房两卫出租 可住家办公,美佳华首誉,3680,https://sz.58.com/zufang/45450533780406x.shtml
整租 | 直租龙光玖钻 2室1厅1卫 复式 南北通透 精装修,龙光玖钻,4000,https://sz.58.com/zufang/45489455086088x.shtml
整租 | 近大浪地铁站，带超大阳台采光好，楼下方便停车，附近商,大浪商业中心,2400,https://sz.58.com/zufang/45287035647874x.shtml
整租 | 4号线直达上梅林，精装两房，家私家电齐全，带大阳台，,白石龙村,2480,https://sz.58.com/zufang/44745692360474x.shtml
整租 | 环境优美，民治白石龙，潜龙鑫茂花园，家具全齐，急租,潜龙鑫茂花园(B区),3700,https://sz.58.com/zufang/45452715802910x.shtml
整租 | 民治地铁站口 朝阳新村 精装一房一厅 家电齐全228,朝阳新村,2280,https://sz.58.com/zufang/45475267019277x.shtml
整租 | 白石龙地铁口，惠鑫公寓，2房1厅，全家私家电带电梯,惠鑫公寓,3500,https://sz.58.com/zufang/43040889785872x.shtml
整租 | 民治地铁口 一房一厅2080 精装修 拎包入住,朝阳新村,2080,https://sz.58.com/zufang/45508233310992x.shtml
整租 | 龙华花半里宝湖居 三房带空调出租 高层采光 实拍图片,清湖宝湖居,4000,https://sz.58.com/zufang/45388623815080x.shtml
整租 | 嘉龙山庄豪华装修别墅小区房，超大落地阳台，停车方便家,嘉龙山庄,2480,https://sz.58.com/zufang/45269600533789x.shtml
整租 | 4号线茜坑地铁口旁，芷峪澜湾复式豪华装修两房，诚心出,美佳华首誉(商住楼),4000,https://sz.58.com/zufang/45531435258771x.shtml
整租 | 简上村 2室2厅2卫 2555元月 精装修 电梯房,简上村,2555,https://sz.58.com/zufang/44481539733780x.shtml
整租 | 龙塘新村 3室2厅2卫 3566元月 65平 精装修,龙塘新村,3566,https://sz.58.com/zufang/45310288726298x.shtml
整租 | 大浪颐丰华 华联丰大厦 精装3房2厅 家电齐全 随时,华联丰大厦,3800,https://sz.58.com/zufang/44665223746312x.shtml
整租 | 5号线民治地铁口，出门公交车，地铁口附近吃喝玩乐应有,南景新村,3300,https://sz.58.com/zufang/45409999415588x.shtml
整租 | 龙华清湖北站 尚美中心  保利天街 直租月付 家具家,金湖雅苑,2800,https://sz.58.com/zufang/44700469661964x.shtml
整租 | 招商观园超靓精装两房，还带院子，实用舒适等您来电~,招商观园(别墅),3800,https://sz.58.com/zufang/45375206076952x.shtml
整租 | 近地铁.家电全齐.交通方便可拎包入住,宝华大厦,3700,https://sz.58.com/zufang/45508961232302x.shtml
整租 | 近6号线地铁，精装两房，高楼层，免费停车，民水民电，,羊台山庄,2000,https://sz.58.com/zufang/44743887999644x.shtml
整租 | 楠木新村200多平大复式，双地铁口，住家办公都可以,楠木花园,3680,https://sz.58.com/zufang/44399748251139x.shtml
整租 | 整租宝湖新村 龙华中心 户型舒适大单间精装修 押一付,宝湖新村,2880,https://sz.58.com/zufang/44234556574374x.shtml
整租 | 民治红山地铁口押一付一精装修全齐拎包入住民水民电免费,创业花园,2499,https://sz.58.com/zufang/45417479272221x.shtml
整租 | 东泉新村 1室厅1卫,东泉新村,2500,https://sz.58.com/zufang/45341952466485x.shtml
整租 | 华盛观荟 1室厅1卫,华盛观荟,2200,https://sz.58.com/zufang/41448183854734x.shtml
整租 | 共和花园 2室1厅1卫,共和花园,2000,https://sz.58.com/zufang/40841389084058x.shtml
整租 | 梅花山庄(别墅) 1室厅1卫,梅花山庄(别墅),2600,https://sz.58.com/zufang/44468806952206x.shtml
整租 | 龙胜时代大厦 1室1厅1卫,龙胜时代大厦,2200,https://sz.58.com/zufang/39746376159896x.shtml
整租 | 龙苑新村 3室2厅1卫,龙苑新村,2500,https://sz.58.com/zufang/45356183202866x.shtml
整租 | 元芬村 3室2厅1卫,元芬村,3200,https://sz.58.com/zufang/41651538122526x.shtml
整租 | 锦绣新村 2室1厅1卫,锦绣新村,2500,https://sz.58.com/zufang/45328475342103x.shtml
整租 | 福轩新村 3室1厅1卫,福轩新村,2000,https://sz.58.com/zufang/43316841109512x.shtml
整租 | 白石龙二区 一房一厅 干净整洁户型好 有阳台 空气一,白石龙二区,2080,https://sz.58.com/zufang/45410339005339x.shtml
整租 | 龙华文化广场旁 富驰大厦 精装修 复式1房2厅 拎包,富驰大厦,4000,https://sz.58.com/zufang/44781482738844x.shtml
"整租 | 地铁4,5号线双地铁 小区精装一房一厅直租 现立减1",鑫茂公寓,3700,https://sz.58.com/zufang/44853906942623x.shtml
整租 | 公寓直租 近龙胜地铁站两房一厅直达福田拎包入住免中介,龙胜新村,2000,https://sz.58.com/zufang/45486747137067x.shtml
整租 | 捡漏房，房子大体舒适，小伙伴们赶快拎包入住啦！,潜龙鑫茂花园(C区),4000,https://sz.58.com/zufang/45528096284594x.shtml
整租 | 玉华花园适合住家的小区！租金便宜！,玉华花园,3500,https://sz.58.com/zufang/45318829022374x.shtml
整租 | 民治白石龙双地铁 小区一房一厅民水民电 燃气做饭 免,鑫茂公寓,2600,https://sz.58.com/zufang/45299311501206x.shtml
整租 | 清湖地铁站300米（一房整租）押一付一开年特价,富茂新村,2000,https://sz.58.com/zufang/44953514048537x.shtml
整租 | 4号线民治 朝阳新村 1室1厅1卫 精装修 电梯房,朝阳新村,2480,https://sz.58.com/zufang/45475264937988x.shtml
整租 | 4号线清湖站近美丽365花园 大润发 汇海广场 带阳,美丽365花园,3000,https://sz.58.com/zufang/45330934828452x.shtml
整租 | 新田茗苑115平米3500元月，环境幽静，居住舒适！,新田茗苑,3500,https://sz.58.com/zufang/45252698917016x.shtml
整租 | 1866精装朝南一房，诚心出租，家私全齐,绿景公馆1866(南区),4000,https://sz.58.com/zufang/45473055803034x.shtml
整租 | 大浪义乌菜市场附近 盛旺家园 精装3房2厅 家电齐全,盛旺家园,4000,https://sz.58.com/zufang/45406156886458x.shtml
整租 | 5号线，民治地铁大润发一房一厅出租，福田南山西丽大学,水尾新村,2580,https://sz.58.com/zufang/45431870936218x.shtml
整租 | 近天汇大厦，展滔大厦，油松两房一厅家电齐全拎包入住。,油园新村,2400,https://sz.58.com/zufang/45538965311905x.shtml
整租 | 整租一房一厅 精装修拎包入住 月付 免中介 签约送一,创业花园,2369,https://sz.58.com/zufang/44911726514728x.shtml
整租 | 四号线地铁口，温馨一房,华盛观荟,3200,https://sz.58.com/zufang/45516707391754x.shtml
整租 | 整租富联一区  户型舒适 采光大单间 电梯房 户型舒,清湖名苑,2880,https://sz.58.com/zufang/44212568436645x.shtml
整租 | 观澜首誉 2房性价比超高！近茜坑地铁 田背公交 比邻,美佳华首誉(商住楼),3900,https://sz.58.com/zufang/45495104888202x.shtml
整租 | 店长力荐，观澜体育公园旁豪华装修复式一房一厅全齐新房,嘉霖微商大楼,2800,https://sz.58.com/zufang/45284859059849x.shtml
整租 | 宽敞大两房，拎包入住，精装修品牌公寓 民乐 梅林关,横岭三区,3400,https://sz.58.com/zufang/42202914347813x.shtml
整租 | 整租 无中介近地铁精装拎包住 民水民电 押一付一 免,元芬新村,2599,https://sz.58.com/zufang/44381154216067x.shtml
整租 | 美中学校旁 观澜天虹 出门就是轻轨 诚心出租无需多虑,大和名居,3300,https://sz.58.com/zufang/45517573429024x.shtml
整租 | 物业直租 精装公寓，家私家电齐全，可以直接拎包入住，,龙胜新村,3000,https://sz.58.com/zufang/45443739222047x.shtml
整租 | 整租 清湖地铁站尚美中心国鸿大厦旁 精装两房一厅家具,富联新村,2800,https://sz.58.com/zufang/45408597897657x.shtml
整租 | 龙胜元芬地铁口 陶吓新村 物业直租3房2卫 近锦华福,陶吓新村,3000,https://sz.58.com/zufang/43409276507804x.shtml
整租 | 春华四季园 2室1厅1卫,春华四季园,3600,https://sz.58.com/zufang/45500371243270x.shtml
整租 | 腾龙路龙塘新村 1室1厅1卫,腾龙路龙塘新村,2300,https://sz.58.com/zufang/41460838221980x.shtml
整租 | 玉翠新村B区 2室1厅1卫,玉翠新村B区,2600,https://sz.58.com/zufang/45478978067985x.shtml
整租 | 宝龙新村 3室2厅2卫,宝龙新村,2680,https://sz.58.com/zufang/45309487725205x.shtml
整租 | 警备区龙华公寓 2室1厅1卫,警备区龙华公寓,3100,https://sz.58.com/zufang/45299970216737x.shtml
整租 | 白石龙一区 1室1厅1卫,白石龙一区,3300,https://sz.58.com/zufang/45499520014741x.shtml
整租 | 三合新村 3室1厅1卫,三合新村,2800,https://sz.58.com/zufang/45356476676615x.shtml
整租 | 赖屋山东区 2室1厅1卫,赖屋山东区,2680,https://sz.58.com/zufang/45499307428900x.shtml
整租 | 警备区龙华公寓 1室 1厅1卫,警备区龙华公寓,2500,https://sz.58.com/zufang/45499247287052x.shtml
整租 | 润达圆庭 1室0厅1卫 2000元月 28平 精装修,润达圆庭,2000,https://sz.58.com/zufang/45487206330145x.shtml
整租 | 精装公寓  4000 拎包入住 停车位ch,星河传奇,4000,https://sz.58.com/zufang/45243893090454x.shtml
整租 | 观澜二小，华盛观荟，观澜四号线地铁口长湖站，一房一厅,华盛观荟(商住楼),2700,https://sz.58.com/zufang/45342806341515x.shtml
整租 | 龙华地铁口 金桥花园 精装两房一厅 酒店式公寓 拎包,金桥花园,3300,https://sz.58.com/zufang/45431057289768x.shtml
整租 | 4号线地铁口旁，华盛峰荟精装三房，家私齐全，拎包入住,华盛峰荟名庭,3100,https://sz.58.com/zufang/45530189198481x.shtml
整租 | 新华中学旁 干净整洁 家私齐全 采光充足 随时看房,新华苑(二期),3800,https://sz.58.com/zufang/45339792581045x.shtml
整租 | 龙华清湖地铁口300米 3室2厅  精装修,金湖雅苑,3800,https://sz.58.com/zufang/45488215671076x.shtml
整租 | 大浪服装基地 华联丰大厦2房 高楼层 家私齐 月卡停,华联丰大厦,2300,https://sz.58.com/zufang/45516712633090x.shtml
整租 | 豪亚花园  精装三房 家私家电齐全 房间保养的好,豪亚花园,2500,https://sz.58.com/zufang/45486961244698x.shtml
整租 | 振能学校旁 大布名居精装3房2厅 家私家电齐全 松元,大布名居,2800,https://sz.58.com/zufang/45488799191183x.shtml
整租 | 上油松带20平花园超大单间,上油松村,2500,https://sz.58.com/zufang/45287089102728x.shtml
整租 | 超低 价急租！中航格澜阳光花园 近地铁 很划算的单人,中航格澜阳光花园(二期),2100,https://sz.58.com/zufang/45496998509966x.shtml
整租 | 清湖名苑 2室1厅 60平 电梯房 南北通透,清湖名苑,2200,https://sz.58.com/zufang/45276201892386x.shtml
整租 | 近地铁交通方便.楼下有超大停车场,警备区龙华公寓,4000,https://sz.58.com/zufang/45508752299435x.shtml
整租 | 精装2房2厅 4号6号线双地铁口 全新家电 民水民电,赤岭头二村,2700,https://sz.58.com/zufang/45239773893412x.shtml
整租 | 非中介红山地铁口 南源新村 采光好 精装修 配套齐全,南源新村,2299,https://sz.58.com/zufang/45420897919108x.shtml
整租 | 陶润懿峰 复式2房2厅 新装修 附近有地铁和轻轨 环,陶润懿峰,3800,https://sz.58.com/zufang/45517923680780x.shtml
整租 | 整租两房一厅，直租，随时可以看房,赤岭花园,2000,https://sz.58.com/zufang/45519325027129x.shtml
整租 | 民治白石龙地铁500米 梅林关押一付一 精装公寓无中,横岭三区,2400,https://sz.58.com/zufang/43360666921735x.shtml
整租 | 龙华汽车站附近，鸿宇大厦，玉翠新村，精装阳台大两房，,玉翠新村A区,3200,https://sz.58.com/zufang/45463337236740x.shtml
整租 | 纯地铁口物业 精奢白领都会时代 样板房一房 拎包入住,大唐时代公寓,3000,https://sz.58.com/zufang/41692659278870x.shtml
整租 | 租房 二房一厅 近地铁 免中介 精装修 押一付一 民,翠景园(龙华),2500,https://sz.58.com/zufang/45396263303977x.shtml
整租 | 价格美丽的两房，业主诚心租看房方便,玉华花园,2800,https://sz.58.com/zufang/45510234125476x.shtml
整租 | 清湖附近超大单间 带沙发休闲区 可办理红本场地 家具,清湖名苑,2500,https://sz.58.com/zufang/45258624023591x.shtml
整租 | 武馆村 3室2厅1卫2200元月 110平 光线好,武馆村,2200,https://sz.58.com/zufang/45432275910805x.shtml
整租 | 近民治大润发精装公寓直租 带阳台采光好拎包入住 电梯,塘水围一区,2600,https://sz.58.com/zufang/44170179371015x.shtml
整租 | 下早新村 2室1厅1卫,下早新村,2300,https://sz.58.com/zufang/45507854663687x.shtml
整租 | 塘水围 3室1厅1卫,塘水围,3900,https://sz.58.com/zufang/45430721017879x.shtml
整租 | 龙塘村 1室1厅1卫,龙塘村,2280,https://sz.58.com/zufang/45507767503281x.shtml
整租 | 白石龙一区 1室0厅1卫,白石龙一区,2400,https://sz.58.com/zufang/45484600464684x.shtml
整租 | 金龙豪苑 3室1厅2卫,金龙豪苑,2000,https://sz.58.com/zufang/45419955971644x.shtml
整租 | 富隆苑 3室2厅2卫,富隆苑,4000,https://sz.58.com/zufang/45476571764668x.shtml
整租 | 白石龙老村 2室1厅1卫,白石龙老村,3300,https://sz.58.com/zufang/45507581013532x.shtml
整租 | 上岭排新村 3室2厅1卫,上岭排新村,2280,https://sz.58.com/zufang/45507545646595x.shtml
整租 | 简上村 2室1厅1卫,简上村,2800,https://sz.58.com/zufang/45341314077878x.shtml
整租 | 长湖地铁口滨河花园精装大三房 小区环境舒适 采光好,滨河花园,3100,https://sz.58.com/zufang/44798750797090x.shtml
整租 | 租就对了 文澜轻轨旁 交通便利 业主急租 环境好 宜,招商澜园(南区),3600,https://sz.58.com/zufang/45510301321902x.shtml
整租 | 整租 华侨新苑精装两房 高楼层 家私齐全 钥匙在手随,华侨新苑,3600,https://sz.58.com/zufang/45340918425124x.shtml
整租 | 4.6号线双地铁 民水民电 押一付一 无中介 精装修,元芬新村,2300,https://sz.58.com/zufang/45086446226978x.shtml
整租 | 近地铁一房一厅  可押一付一可短租,创业花园,2399,https://sz.58.com/zufang/45043942267039x.shtml
整租 | 大浪颐丰华 新百丽旁 华联丰大厦精装2房 家私电全齐,华联丰大厦,2300,https://sz.58.com/zufang/45516712019603x.shtml
整租 | 星河传奇 1室1厅1卫 3500元月 精装修 南北通,星河传奇,3500,https://sz.58.com/zufang/45332533595273x.shtml
整租 | 白石龙地铁口立减800！特价大单间 32平 免费地铁,鑫茂公寓,2280,https://sz.58.com/zufang/41284470433538x.shtml
整租 | 近山姆会员店，壹城中心，展滔大厦，家电齐全 ，拎包入,下油松村,2000,https://sz.58.com/zufang/45299804829317x.shtml
整租 | 带出租 龙胜业主自住大两房 民水民电 适合住家,赤岭花园,2000,https://sz.58.com/zufang/44732319572264x.shtml
整租 | 青年城邦园 精装两房一厅家电齐全交通方便 停车方便,青年城邦园,3080,https://sz.58.com/zufang/45309980086714x.shtml
整租 | 整租美丽365龙华中心 车位足独立阳台大单间 光线好,美丽365花园,2880,https://sz.58.com/zufang/44138088146070x.shtml
整租 | 观汇御景精装二房，业主诚心出租,观汇御景,2000,https://sz.58.com/zufang/45422356078229x.shtml
整租 | 4号线 清湖地铁200米 精装大两房双阳台 厨卫分离,富泉新村,2200,https://sz.58.com/zufang/45462473108886x.shtml
整租 | 清湖站 富联一区 精装一房一厅 采光好 免中介 配套,富联一区,2400,https://sz.58.com/zufang/45340489708091x.shtml
整租 | 近上塘地铁站，200米，实惠特价房，先到先得.,龙塘华侨新村,2680,https://sz.58.com/zufang/45379527291816x.shtml
整租 | 龙华大浪超大两房 民水民电 近地铁 24H安保 直租,翠景园(龙华),2599,https://sz.58.com/zufang/44367493953665x.shtml
整租 | 茜坑地铁口幸福家园精装三房家私家电齐全拎包入住第三外,茜坑新村,3100,https://sz.58.com/zufang/44798672802452x.shtml
整租 | 整租 上寓公寓 免费停车 押一付一 阳光大窗房,绿景香颂花园,2880,https://sz.58.com/zufang/44889852244248x.shtml
整租 | 美佳华首誉 降价急租！！！超近地铁天虹 购物超市社康,美佳华首誉(商住楼),3900,https://sz.58.com/zufang/45452712334378x.shtml
整租 | 菁智舒居 苹果园精装修，闹中取静 众望所归 看房方便,苹果园,2600,https://sz.58.com/zufang/45422550063903x.shtml
整租 | 壹城中心 展滔大厦 精装一房一厅 停车方便 环境好,鸿荣源壹成中心花园,2000,https://sz.58.com/zufang/45454564342971x.shtml
整租 | 精装两房一厅 2200（红山）方便（上芬，龙胜）,创业花园,2200,https://sz.58.com/zufang/45529862391087x.shtml
整租 | 民治红山地铁口押一付一精装修拎包入住,创业花园,2599,https://sz.58.com/zufang/45417994662836x.shtml
整租 | 丹枫雅苑 2室1厅1卫 3700元月 电梯房 72平,丹枫雅苑,3700,https://sz.58.com/zufang/44725944577543x.shtml
整租 | ID精装一房尽享ID商超商圈环境优美适合宜居诚心出租,大唐时代公寓,2150,https://sz.58.com/zufang/45540226827663x.shtml
整租 | 清泉大厦 1室0厅1卫,清泉大厦,2300,https://sz.58.com/zufang/45496475693877x.shtml
整租 | 清泉小区 1室1厅1卫,清泉小区,2300,https://sz.58.com/zufang/45400690132138x.shtml
整租 | 东泉新村 1室1厅1卫,东泉新村,2400,https://sz.58.com/zufang/45495807144869x.shtml
整租 | 龙塘新村 1室厅1卫,龙塘新村,2100,https://sz.58.com/zufang/45474424344350x.shtml
整租 | 清湖名苑 3室2厅1卫,清湖名苑,3800,https://sz.58.com/zufang/45495560941877x.shtml
整租 | 三合雅苑 2室1厅1卫,三合雅苑,2100,https://sz.58.com/zufang/43897364944647x.shtml
整租 | 白石龙老村 1室1厅1卫,白石龙老村,2600,https://sz.58.com/zufang/45495245169561x.shtml
整租 | 松仔园 2室1厅1卫,松仔园,2000,https://sz.58.com/zufang/45142044415264x.shtml
